2Kgs.1.1 | Elszakada pedig Moáb, Akhábnak halála után, az Izráeltől.
2Kgs.17.4 | Eszébe vevé pedig az Assiriabeli Király, hogy Hóseás pártot ütött volna ő ellene, mivelhogy követeket küldött vala Suához az Égyiptombeli Királyhoz és az Assiriabeli Királynak adót nem küld vala, mint minden esztendőnként szokott vala: annakokáért megfogá őtet az Assiriabeli Király, és megkötözvén a tömlöczbe veté.
2Kgs.17.5 | És felméne az Assiriabeli Király az egész földre, felméne Samariába is, és megszállá azt három esztendeig.
2Kgs.17.6 | Hóseásnak pedig kilenczedik esztendejében vevé meg az Assiriabeli Király Samariát, és elvivé az Izráelt Assiriába; és leszállítá őket Halában és Hábórban a Gózán folyóvíz mellett, és a Médusoknak városaiban.
2Kgs.17.7 | Így lőn mivelhogy vétkeztek az Izráel fijai az ő Urok Istenek ellen, ki őket kihozta vala Égyiptom földébeől, hogy Faraónak az Égyiptombeli Királynak hatalma alatt ne lennének; és ők idegen isteneket tiszteltek.
2Kgs.17.8 | És jártak a pogányoknak szerzésekben, kiket kiűzuött vala az Izráel fijai elől az Úr, és az Izráel Királyainak cselekedeteik szerint.
2Kgs.17.9 | És titkon cselekedtek az Izráel fijai hamis dolgokat az ő Urok Istenek ellen és építettek magoknak magasságbeli oltárokat minden városokban, mind a várakban, mind a kerített városokban.
2Kgs.17.10 | És emeltek magoknak faragott képeket és berkeket, minden magas halmokon, és minden zöldellő fa alatt.
2Kgs.17.11 | Jóillatot tévén ott minden magasságbeli oltárokon, mint a pogányok, kiket az Úr kiüzött vala előlök; és igen gonosz dolgokat cselekedtek, mellyekkel az Urat haragra indíták.
2Kgs.17.12 | Szolgálván a bálványoknak, kik felől az Úr azt parancsolta vala nékik: Azt ne cselekedjétek!
2Kgs.17.13 | Akkor bizonyságot tőn az Úr Izráel ellen, és Júda ellen, mind a Próféták, mind a Látók által ezt mondván: Térjetek meg a ti gonosz útaitokró, és őrizzétek meg az én parancsolatimat és rendelésimet, az egész törvény szerint, mellyet parancsoltam a ti atyáitoknak; és mellyet ti hozzátok küldöttem az én szolgáim a Próféták által.
2Kgs.17.14 | És ők nem engedének, hanem megkeményíték az ő nyakokat, az ő attyaiknak keménységek szerint, kik nem hivének az ő Urokban Istenekben.
2Kgs.17.15 | És megutálák az ő rendeléseit, és az ő kötését, mellyet tett vala az ő attyaikkal, és az ő bizonyságtételeit, mellyekkel bizonyságot tőn ellenek; és hijábavaló dolgot követének, és hijábavalókká lőnnek, a körűltök való pogányokat követvén, kik felől azt parancsolta vala az Úr nékik, hogy úgy ne cselekednének mint azok.
2Kgs.17.16 | És végezetre elhagyák az ő Uroknak Isteneknek minden parancsolatit, és csinálának magoknak öntött képeket, két borjúkat és berket: és meghajlának az egész mennyei sereg előtt, és a Baálnak szolgálának.
2Kgs.17.17 | És általvivék az ő fijaikat és leányaikat a tűzön, jövendőket mondának, és varázslának: és magokat teljességgel erre adák, hogy gonoszúl cselekednének az Úr előtt, hogy őtet haragra indítanák.
2Kgs.17.18 | Annakokáért igen megharaguvék az Úrnak Izráelre, és elveté őtet szeme elől: és semmi meg nem marada, hanem csak a Júda nemzetsége.
2Kgs.17.19 | Sőt még a Júda is nem őrizé meg az ő Urának Istenének parancsolatit; hanem az Izráelnek szerzésiben járának úgy cselekedvén mint azok.
2Kgs.17.20 | Elidegenűle azért az Úr az egész Izráelnek magvától, és megsanyargatá őket, és a kóborlók kezébe adá őket, mígnem mint elvetné az ő szemei elől;
2Kgs.17.21 | Mert elszakasztá Izráelt a Dávid házától, és Királlyá tevék Jéroboámot a Nébát fiját. Megtartoztatá pedig Jeroboám az Izráelt, hogy az Úr után ne menne, és igen nagy vétekbe ejté őket.
2Kgs.17.22 | És járának az Izráel fijai Jéroboámnak minden bűneiben, mellyeket ő cselekedett vala; és el nem távozának azoktól.
2Kgs.17.23 | Míglen elveté az Úr szemei elől az Izráelt, mint szólott vala minden ő szolgái, a Próféták által. Így viteték el fogva az Izráel az ő földéből Assiriába, mind e mai napig.
2Kgs.17.24 | Hoza annakutánna az Assiriabeli Király embereket Babilóniából, Kutából, Avából, Hámátból, és Sefárvaimból, és beszállitá őket Samariának városaiba az Izráel népe helyett; kik bírák Samariát, és lakának annak városaiban.
2Kgs.17.25 | Lőn pedig először, mikor ott kezdének lakni, nem félik vala az Urat; azért bocsáta az Úr ő reájok oroszlánokat, kik megölik vala őket.
2Kgs.17.26 | Mondának azért az Assiriabeli Királynak: A pogányok, kiket ide hoztál, és Samariának városaiba ültettél, nem tudják annak a földnek Istene tiszteletének módját: és reájok oroszlánokat bocsátott, kik megölik őket, mivelhogy nem tudják annak a földnek Istene tisztletének módját.
2Kgs.17.27 | Parancsola azért az Assiriabeli Király, mondván: Vigyetek oda egyet a Papok közzűl, kiket onnét elhoztatok, a ki menjen el és lakjék ott, és tanitsa meg őket annak a földnek Istene tiszteletének módjára.
2Kgs.17.28 | Elméne azért egy a Papok közzűl, kiket Samariából elvittek vala, és lakék Béthelben; és tanítja vala őket, miképen tisztelnék az Urat.
2Kgs.17.29 | Mindazáltal mindenik nemzetség kiváltképen való isteneket csinál vala magának, és helyheztetik vala azokat a magasságbeli oltároknak házában, mellyeket a Samariabeliek csináltak vala, minden nemzetség az ő városában, melyben lakik vala;
2Kgs.17.30 | Mert a Babilóniabeli férjfiak csinálák a Sukkót Benótot: a Kutbeli férjfiaak cisnálák a Nérgelt: és a Hámátbeli férjfiak csinálák az Asimát;
2Kgs.17.31 | A Háveusok pedig csinálák a Nibeházt és a Tartákot: a Sefárvaimbeliek pedig megégetik vala tűzzel az ő magzatjaikat az Adraméleknek és Anaméleknek a Sefárvaimbeliek isteneinek.
2Kgs.17.32 | Így tisztelik vala az Urat; és szerzének magok közzűl Papokat az ő magasságbeli oltáraik mellé, kik ő érettek áldoznak vala a magasságbeli oltároknak templomában.
2Kgs.17.33 | És jóllehet tisztelik vala az Urat, de mindazáltal az ő isteneiknek is szolgálnak vala a népeknek szokások szerint, a kik közzűl elhozták vala őket.
2Kgs.17.34 | Mind e mai napig cselekesznek az ő régi szokások szerint: nem tiztelik igazán az urat, és nem cselekesznek az ő végezések és szokások szerint, azaz, a törvény szerint és a parancsolat szerint, mellyet az Úr parancsolt vala a Jákób fijainak, kit Izráelnek neveze.
2Kgs.17.35 | Kötést tett vala pedig az Úr ő velek, és megparancsolta vala nékik, mondván: Né tiszteljetek idegen isteneket és ne imádjátok őket, és ne szolgáljatok, se áldozzatok nékik:
2Kgs.17.36 | Hanem az Urat, a ki titeket kihozott az Égyiptom földéből nagy erővel és felemelt karral, őtet tiszteljétek és imádjátok, és néki áldozzatok.
2Kgs.17.37 | Annakfelette az ő rendeléseit, itéleteit, törvényét és parancsolatját, mellyeket megírt néktek, megőrizzétek, azokat cselekedvén minden időben; és az idegen isteneket ne tiszteljétek.
2Kgs.17.38 | És a kötésről, mellyet veletek tettem, el ne felejtkezzetek, és ne tiszteljetek idegen isteneket:
2Kgs.17.39 | Hanem a ti uratok Istenteket tiszteljétek; és ő megszabadít titeket minden ellenségeiteknek kezekből.
2Kgs.17.40 | És nem lőnnek engedelmesek, hanem az ő elébbi szokások szerint cselekedének.
2Kgs.17.41 | Jóllehet ezek a pogányok tisztelték az Urat, de mindazáltal az ő faragot képeiknek is szolgálnak vala. Még az ő fijaik is és az ő unokáik is a szerint cselekesznek mind a mai napig, a mint az ő eleik cselekedtek.

2Kgs.18.1 | Lőn pedig Hóseásnak az Izráelbeli Ela Király fijának harmadik esztendejében, uralkodni kezde Ezékiás, Akháznak a Júdabeli Királynak fija.
2Kgs.18.2 | Huszonöt esztendős vala, mikor uralkodni kezde, és huszonkilencz esztendeig uralkodott Jérusálemben: az ő annyának pedig neve Abi vala, Zakariás leánya.
2Kgs.18.3 | És kedves dolgot cselekedék az Úrnak szemei előtt mind a szerint, a mint az ő attya Dávid cselekedett vala.
2Kgs.18.4 | Ő rontá el a magasságbeli oltárokat, és eltöré a faragott képeket, és levágá a berket; és eltöré az érczkígyót is, mellyet Mózes csinált vala: mert mind ez ideig az Izráel fija jóillatot tésznek vala annak, és nevezé azt Nékhustánnak.
2Kgs.18.5 | Bízék az Izráel Urában Istenében, és ő utánna nem lőn hozzá hasonló a Júdabeli Királyok között, és azok között is, kik ő előtte voltak.
2Kgs.18.6 | Mert az Úrhoz ragaszkodék és el nem hajla ő tőle: és megőrizé az ő parancsolatit, mellyeket parancsolt vala az Úr Mózesnek.
2Kgs.18.7 | És vele lőn az Úr, és mindenütt valahová megyen vala, előmenetele vala. Elszakada pedig az Assiriabeli Királytól: és nem szolgála néki.
2Kgs.18.8 | Ő megveré a Filiszteusokat mind Gázáig, és minden ő határokat, akár tornyok, akár keritett városok volnának.
2Kgs.18.9 | Lőn pedig Ezékiás Királynak negyedik esztendejében: (e vala pedig Hóseásnak az Izráelbeli Ela Király fijának hetedik esztendeje) feljöve Salamansár ellen, és azt megszállá.
2Kgs.18.10 | És három esztendő mulva azt megvevé. Ezékiásnak hatodik esztendejében (ez a Hóseásnak az Izráelbeli Királynak kilenczedik esztendeje) vevék meg Samariát.
2Kgs.18.11 | És elvivé az Assiriabeli Király az Izráelt Assiriába, és helyhezteté őket Halába, Háborba, a Gózán folyóvíz mellé és a Médusoknak városaiba;
2Kgs.18.12 | Ezokáért, mert nem engedtek az ő Uroknak és Isteneknek szavának, hanem megszegték az ő kötését, azaz, mind azokat mellyeket parancsolt vala Mózes az Úr szolgája; mert nem akarának engedni, sem a szerint cselekedni.
2Kgs.18.13 | Ezékiás Királynak pedig tizennegyedik esztendejében, feljöve Sénakhérib az Assiriabeli Király, Júdának minden keritett városai ellen, és megvevé azokat.
2Kgs.18.14 | Külde azért Ezlkiása Júfának Királya az Assiriabeli Királyhoz Lákisba, ezt izenvén: Vétkeztem, térj el én rólam; amit rám vetsz, elviselem! És vete az Assiriabeli Király Ezékiásra a Júdabeli Királyra háromszáz tálentom ezüstöt, és harmincz tálentom aranyat.&amp; vers 7.
2Kgs.18.15 | És oda ada Ezékiás minden ezüstöt, melly találtaték mind az Úrnak házában, mind pedig a Király házának kincsei között.16. Ugyanazon időben megfosztá Ezékiás az Úr templomának ajtait és az ajtóknak küszöbeit, mellyeket ezüsttel béborított vala Ezékiás, a Júdabeli Király: és adá azoknak ezüstét az Assiriabeli Királynak.
2Kgs.18.16 | Ugyanazon időben megfosztá Ezékiás az Úr templom'nak ajtajait és az ajtóknak küszöbeit, mellyeket ezüsttel béborította vala Ezékiás, a Júdabeli Király: és adá azoknak ezüstét az Assiriabeli Királynak.
2Kgs.18.17 | Azután pedig elküldé az Assiriabeli Király Thartánt, Rabsárist, és Rabsakét Lákisból Ezékiás Királyra, igen nagy haddal Jérusálembe, és feljövén megállának a felső halastónak zsilipjénél, melly a ruhafestőnek úta mellett vagyon.
2Kgs.18.18 | Kihívaták pedig a Királyt, és kiméne hozzájok Eliákim, Hilkiának fija, ki a Király házának gondviselője vala, és Sebna íródeák, és Joákh, Asáfnak fija a sekretárius.19. És monda nékik Rabsaké: Mondjátok meg kérlek, Ezékiásnak: Ezt mondja a nagy Király, az Assiriai Király! Micsoda bizodalom ez, a mellyhez te támaszkodtál?
2Kgs.18.19 | És monda nékik Rabsaké: Mondjátok meg, kérlek Ezékiásnak: Ezt mondja a nagy Király, az assiriai Király! Micsoda bizodalom ez, a mellyhez te támaszkodtál?
2Kgs.18.20 | Talán azt gondoltad: Bizonyára vagyon nékem a szólásra nyelvem, tanácsom és erőm a hadakozásra: Valyon mihez bíztál, hogy elszakadtál tőlem
2Kgs.18.21 | Most ímé megtört nádszálhoz bíztál, tudniillik Égyiptomhoz, mellyhez ha ki támaszkodik bémegyen az ő kezébe, és általlikasztja: illyen Faraó az Égyiptombeli Király mindenekhez, kik ő hozzá biznak!
2Kgs.18.22 | Ha azt mondjátok nékem: A mi Urunkban Istenünkben bízunk: Nem az é az, a kinek magasságait és oltárait elrontotta Ezékiás, és mind Júdának, mind Jérusálemnek megparancsolta; Ez oltár előtt imádkozzatok Jérusálemben.
2Kgs.18.23 | Most azért adj zuálogot, kérlek, az én urmanak az Assiriabeli Királynak, és kétezer lovat adok néked, csakhogy adhatnál embereket, kik felülnének azokra.
2Kgs.18.24 | És mimódon oltalmazhaatnád meg magadat az én uramnak alábbvaló szolgáinak hadnagyoktól, noha Égyiptomhoz bízol a szekerekért és lovagokért?
2Kgs.18.25 | És most valyon az Úr híre nélkül jöttem és fel e hely ellen, hogy azt elveszessem? az Úr mondotta nékem: Menj fel e föld ellen, és veszesd el azt!
2Kgs.18.26 | És monda Eliákim, Hilkiának fija és Sebna, és Joák Rabsakénak: Szólj, kérlek, a te szolgáldnak Siriai nyelven: mert jól értjük; és ne szólj velünk zsidóul a keritésen való népnek hallására.
2Kgs.18.27 | Felele pedig nékik Rabsaké; Valyon a te uradhoz vagy te hozzád küldött é engemet sz én uram, hogy megmondanám e beszédeket? nem a férjfiakhoz é, kik a keritésen ülnek, hogy azok megegyék az ő ganéjokat, és megigyák vizelletjeket veletek egyetembe:
2Kgs.18.28 | És felálla Rabsaké, és kiálta felszóval zsidóúl, mondván: Halljátok meg a nagy Királynak, az Assiriabeli Királynak beszédit!
2Kgs.18.29 | Ezt mondja a Király: Meg ne csaljon titeket Ezékiás: mert meg nem szabadíthat titeket az ő kezéből.
2Kgs.18.30 | És ne engedjétek, hogy titeket Ezékiás bíztasson az Úrral ezt mondván: Kétség nélkül megszabadít minket az Úr, és nem adatik e város az Assiriabeli Király kezébe.
2Kgs.18.31 | Ne engedjetek Ezékiásnak; mert ezt mondja az Assiriabeli Király: Vegyétek kegyelmességemet, és jöjjetek ki hozzám, és kiki egyék az ő szőlőjéből és figefájáról, és kiki mind igyék az ő kútjának vizéből.
2Kgs.18.32 | Míglen eljövök és elviszlek titeket a ti földetekhez hasonló földre, gabonás és boros földre, kenyeres és szőlős földre, hogy élhessetek és meg ne haljatok; és ne hidjetek zékiásnak, mikor titeket el akar hitetni mondván: Az Úr megszabadít mindket!
2Kgs.18.33 | Valyon megszabad1tottak é a Pogányoknak. isteneik kiki mind az ő földét az Assiriabeli Királynak kezéből ?
2Kgs.18.34 | Hol vagyon Hámátnak és Árpádnak istene? Valyon megszabadították é Samariát az én kezemből.
2Kgs.18.35 | Kicsoda a földön való minden istenek közzűl, ki megszabadíthatta volna az ő földét az én kezemből, hogy az Úr is kiszabadíthatná Jérusálemet az én kezemből?
2Kgs.18.36 | Hallgata pedig a nép, és nem felele néki csak egy igét is: mert a Király megparancsolta vala, mondván: Meg ne feleljetek néki.
2Kgs.18.37 | Menének azért Eliakim, Hilkiának fija, a Király házának gondviselője, és Sebna az íródeák, és Joákh, Asáfnak fija a sekretárius Ezékiáshoz, ruháikat megszaggatván, és megmondák néki Rabsakénak beszédit.

2Kgs.19.1 | Mikor pedig azokat hallotta volna Ezékiás Király, megszaggatá az ő ruháit és zsákba öltözék, és béméne az Úr házába.
2Kgs.19.2 | És elküldé Eliákimot a Király házának gondviselőjét, és Sebnát az íródeákot, és a Papoknak Véneit, kik zsákba öltöztek vala fel, Ésaiás Prófétához az Ámos fijához;
2Kgs.19.3 | És ők mondának néki: Ezt mondja Ezékiás: E nap nyomorúságnak, szidalmazásnak és káromlásnak napja: mert a fiak jutottak a szülésre, de nincsen a szülőnek szülésre való ereje.
2Kgs.19.4 | Netalán a te Urad Istened meghallja Rabsakénak minden beszédit, kit elküldött ez ő ura a Assiriabeli Király, hogy szidalommal illesse az élő Istent és káromló beszédekkel, mellyeket a te Urad Istened meghallott: Könyörögj azért azokért, kik még megmaradtak.
2Kgs.19.5 | Menének azért az Ezékiás Király szolgái Ésaiához.
2Kgs.19.6 | Kinek ezt felele Ésaiás: Ezt mondjátok a ti Uratoknak: Ezt mondja az Úr; Ne félj beszédektől, mellyeket hallottál, mellyekkel szidalmaztak engemet az Assiriabeli Király szolgái.
2Kgs.19.7 | Ímé én ollyan lelket adok belé, hogy hírt hallván megtérjen az ő földére; és fegyverrel vágatom le őtet a földében.
2Kgs.19.8 | Megtére azért Rabsaké és úgy találá az Assiriabeli Királyt, nhogy Libnát vitatná; mert meghallotta volna, hogy elment Lákisból.
2Kgs.19.9 | Hírt halla pedig Thirkáka felől a Szerecsen Király felől, illyen módon: Ímé kijött, hogy hadakozzék te ellened: és ezt hallván megtére, és más követeket külde Ezékiáshoz, ezt izenvén.
2Kgs.19.10 | Így szóljatok Ezékiásnak a Júdabeli Királynak mondván: Meg ne csljon téged a te Istened, kiben bízol, ezt mondván: Nem adatik az Assiriabeli Király kezébe Jérusáelm.
2Kgs.19.11 | Ímé te hallottad, mint cselekedtek az Assiriabeli Királyok minden országokkal, elvesztvén azokat, és te megszabadulhatsz é?
2Kgs.19.12 | Valyon megszabadították é a Pogányoknak isteneik azokat, kiket elvesztettek az én Atyáim: Gózánt, Aránt, Résefet, és az Eden fijait, kik Thelasárban valának?
2Kgs.19.13 | Hol vagyon Hámátnak Királya, Árpádnak Királya és a Sefárvaim városának Király? Hol vagyon Hána és Hivva?
2Kgs.19.14 | És elvevé Ezékiás a levelet a követeknek kezekből, és azt megolvasá; és mikor felment volna az Úrna házába, kitrjeszté azt Ezékiás az Úr előtt;
2Kgs.19.15 | És imádkozék Ezékiás az Úr előtt, és monda: Izráelnek Ura Istene! ki a Kérubimok között lakol, te vagy egyedűl e földön való minden országoknak Istene, te teremtetted mind az eget, mind a földet:
2Kgs.19.16 | Hajtsd hozzám, Uram, a te füledet és halld meg: nyisd fel Uram a te szemeidet és lásd meg; és halld meg a Sénakhérib beszédét, ki ide küldött, hogy szidalommal illetné az élő Istent.
2Kgs.19.17 | Igaz dolog Uram! Az Assiriabeli Királyok elpusztították azokat a Pogányokat és azoknak földöket.
2Kgs.19.18 | És az ő isteneiket a tűzbe hányták: mert nem istenek valának, hanem emberi kéznek csinálmányai, fa és kő, azért vesztették el őket.
2Kgs.19.19 | Most azért mi Urunk Istenünk szabadíts meg, kérlek, minket az ő kezéből, hogy megsmérjék e földnek minden országai, hogy te egyedűl vagy az Úr Isten!
2Kgs.19.20 | Akkor elkülde Ésaiás az Ámós fija Ezékiáshoz, ezt mondván: Ezt mondja az Izráelnek Ura Istene: A te könyörgésedet az Assiriabeli Király felől Sénakhérib felől meghallgattam.
2Kgs.19.21 | Ez a beszéd mellyet szóla az Úr ő felőle: Megutált téged, megcsúfolt téged a Sionnak szűz leánya, te rajtad fejét hajtogatta a Jérusálem leánya.
2Kgs.19.22 | Valyon kit szidalmaztál meg, és kit gyaláztál? És kicsoda ellen emelted fel a te szódat? Kétség nélkűl a te szemeidet a magasságba emeléd fel az Izráelnek szent Istene ellen.
2Kgs.19.23 | A te követeid által szidalommal illetted az Urat, és ezt mondottad: Az én szekereimnek sokasága által jöttem fel a magas hegyekre, a Libánus oldalaira: és levágom az ő magas czédrusfáit, és válogatott fenyőfáit; és bémegyek az ő végső lakhelyébe, a Kármel erdejébe.
2Kgs.19.24 | És ások kútakat, és iszom idegen vizeket, mert én megszáraztottam a megszállott helyeknek minden forrásait éaz én lábaimnak talpaival.
2Kgs.19.25 | Nem hallottad é régtől fogva, hogy én dolgom ez? mellyet még a régi időkben elvégeztem, és azt most vittem véghez, hogy az erős városok lerontatnának, és rakásokká lennének.
2Kgs.19.26 | És a benne lakók erejekben megfogyatkoznának, megrontatnának, és megszégyenülnének, és ollyanokká lőnnének mint a mezőbeli fű, melly elfonnyad minekelőtte megérnék.
2Kgs.19.27 | A te lakhelyedet pedig, és mind kjövedeteledet, mind bémeneteledet, és a te ellenem való dühösségedet jól tudom:
2Kgs.19.28 | Mert te én ellenem dühösködöl, és a te zúgolódásod feljött az én füleimbe: Annakokáért az én horgomat a te orrodba vetem, és az én zabolámat a te szádba, és visszaviszlek azon az úton mellyen eljöttél.
2Kgs.19.29 | Tenéked pedig, Ezékia, legyen e jeled: Ez esztendőben azokat eszed, mellyek a tavalyi aratásnak hulladékán teremnek; a második esztendőben pedig azokat, mellyek magoktól termenek: a harmadik esztendőben pedig vetek és arattok, szőlőket plántáltok és azoiknak gyümölcsét eszitek.
2Kgs.19.30 | Mert a ki Júda nemzetségéből megszabadult és a megmaradt, gyökeret ver alól, és gyümölcsöt terem felűl.
2Kgs.19.31 | Mert Jérusálemből kijőnek a megmaradtak, és megszabadult a Sionnak helyéről; a Seregek Urának buzgó szerelme cselekeszi ezt!
2Kgs.19.32 | Annakokáért azt mondja az Úr a Assiriabeli Király felől: Bé nem jő e városba és nyilat sem lövöldöz belé, sem a paizsos nem ostromolja azt, és sánczot nem ás mellette:
2Kgs.19.33 | Azon úton, mellyen eljött, visszatér, és e városba bé nem jő, azt mondja az Úr!
2Kgs.19.34 | És megoltalmazom e várost, hogy megtartsam azt, én érettem és Dávidért az én szolgámért.
2Kgs.19.35 | Lőn azért azon éjjel, kijöve az Úrnak Angyala, és levága az Assiriabeli táborban száz nyolcvanöt ezeret: felkelének pedig jó reggel, és ímé mindenütt holttestek valának.
2Kgs.19.36 | Elindulván azért elméne és visszatére Sénakherib az Assiriabeli Király, és lakék Ninivében.
2Kgs.19.37 | És lőn mikor ő a Nisróknak az ő Istenének templomában imádkoznék Adramélek és Sarézer; az ő fijai levágák őtet fegyverrel; ők pedig elszaladának az Ararát földébe; és az ő fija, Esárhaddon uralkodék helyette.

2Kgs.20.1 | Akkor az időben halálra betegedék Ezékiás, és hozzá méne Ésaiás Próféta az Ámos fija, és monda néki: Ezt mondja az Úr: Rendeld el házadat, mert meghalsz, és nem élsz.
2Kgs.20.2 | Minekokáért arczal a falhoz fordula, és imádkozék az Úrnak, mondván:
2Kgs.20.3 | Kérlek, óh Uram, emlékezzél meg róla, hogy te előtted valósággal és tökéletes szívvel jártam szüntelen, és hogy azt cselekedtem, a mi jó volt a te szemeid előtt: És síra Ezékiás felette igen.
2Kgs.20.4 | Még pedig nem ment vala Ésaisá a középső tornáczig, mikor az Úrnak beszéde lőn ő hozzá, mondván:
2Kgs.20.5 | Térj meg, és mond meeg Ezékiásnak az én népem Fejedelmének: Ezt mondja az Úr, Dávidnak a te agyádnak Istene: Meghallgattam a te imádságodat, és láttam a te könyhullatásidat, imé én meggyógyítlak téged, harmadnapra felmégy az Úrnak házába;
2Kgs.20.6 | És a te idődet tizenöt esztendővel meghosszabbítom, és megszabadítlak téged és e várost az Assiriabeli Királynak kezéből; és megoltalmazom e várost, én érettem és Dávidért az én szolgámért.
2Kgs.20.7 | És monda Ésaiás: Hozzatok egy kötés száraz figét ide. És hozának, és azt a kelevényre köték és meggyógyula.
2Kgs.20.8 | És mikor azt kérdené Ezékiás Ésaiástól: Micsoda jele lészen ogy meggyógyít engemet az Úr; és felmegyek harmadnapra az Úrnak házába?
2Kgs.20.9 | Felele Ésaiás: E lészen jeled az Úrtól, hogy ő megcselekeszi ezt a dolgot, mellyről szólott néked: Azt akarod é, hogy az órának árnyéka előmenjen tíz grádiccsal, vagy hogy visszatérjen tíz grádiccsal?
2Kgs.20.10 | Felele Ezékiás: könnyű az árnyéknak tíz grádiccsal alászállani: Nem akarom azt; hanem hogy hátramenjen az árnyék tíz grádiccsal.
2Kgs.20.11 | Kiálta azért Ésaiás Próféta az Úrhoz, és visszatérité az árnyékot a mutatóórán, mellyet Akház csináltatott vala, azon grádicsokon, mellyeken immár aláment vala tíz grádiccsal.
2Kgs.20.12 | Akkor az időben Berodákh Baladán, Baladánnak a Babilóniai Királynak fija külde levelet és ajándékokat Ezékiásnak: mert meghlalotta vala, hogy beteg volt volna Ezékiás.
2Kgs.20.13 | És engede az ő kivánságoknak Ezékiás, és megmutatá az ő házát nékik egészen, mellyben az ő válogatott jószágai valának, az ezüstöt, aranyat, a fűszerszámokat, drága kenetet, és az ő edényeinek házát, és minden kincseit: nem lőn semmi, mellyet meg nem mutatott volna nékik Ezékiás az ő házában és minden birodalmában.
2Kgs.20.14 | Béméne pedig Ésaiás Próféta Ezékiás Királyhoz, és monda néki: Mit mondának ezek a férjfiak, és honnét jöttek hozzád? Felele Ezékiás: Messze földről jöttek Babilóniából.
2Kgs.20.15 | És monda: Mit láttak a te házadban? Felele Ezékiás: Mindent láttak, valami az én házamban vagyon: Nem volt semmi az én tárházamban, mellyet nékik meg ne mutattam volna.
2Kgs.20.16 | Akkor monda Ésaiás Ezékiásnak: Halld meg az Úrnak beszédét:
2Kgs.20.17 | Ímé eljő az idő, mellyben minden, valami a te házadban vagyon, és valamit eltettek a te atyáid e mai napong, elvitetik Babilóniába, semmi meg nem marad, azt mondja az Úr.
2Kgs.20.18 | A te fijaid közzűl is, kik tőled származnak és születtetnek, elvisznek és udvariszolgák lésznek a Babilóniai Király udvarában.
2Kgs.20.19 | Monda pedig Ezékiás Ésaiásnak: Jó az Úrnak beszéde, mellyet szólál: És azután mona: Csakhogy békesség és csendesség legyen addig, míg élek!
2Kgs.20.20 | Ezékiásnak pedig több dolgai és minden erős volta, és miképen csinálta légyen mind a halstót, mind a zsilipet, és mimódon vitte bé a vizeket a városba, nemde nincsenek é megírva a Júdabeli Királyokról való Krónika könyvben?
2Kgs.20.21 | És elaluvék Ezéákiás az ő attyaival; és az ő fija Manasse uralkodék helyette.

2Kgs.21.1 | Tizenkét esztendős vala Manasse, mikor uralkodni kezde, és ötvenöt esztendeig uralkodék Jérusálemben; az ő annyának pedig Hefsiba vala neve.
2Kgs.21.2 | És gonoszúl cselekedék az Úrnak szemei előtt, a pogányoknak utálattoságok szerint, kiket az Úr kiűzött vala az Izráel fijai eől;
2Kgs.21.3 | Mert elfordulván, megépíté a magasságokat, mellyeket elrontott vala Ezékiás az ő attya, és oltárokat emele a Baálnak, és berket is ültete, mind Akháb az Izráel Királya cselekedett vala, és imáda minden mennyei seregeket és szolgála azoknak.
2Kgs.21.4 | Építe oltárokat is az Úrnak házában, melly felől azt mondotta vala az Úr: Jérusálemben helyheztetem az én nevemet!
2Kgs.21.5 | Építe, mondom, oltárokat az egész mennyei seregnek, az Úr házának mind a két pitvarában.
2Kgs.21.6 | Általvivé az ő fiját is a tűzön, és válogatást tőn az idők közt, és madárszó után jövendelöle, és sok gonosz dolgokat cselekedék az Úrnak szemei előtt, hogy őtet haragra indítaná.
2Kgs.21.7 | Felemelé annakfelette a bereknek bálványát, mellyet csinált vala a házban, melly felől azt mondotta vala az Úr Dávidnak, és az ő fijának Salamonnak: Ebben a házban és Jérusálemben, mellyet magamnak választotam Izráelnek minden nemzetségei közzűl, helyheztetem az én nevemet mind örökké:
2Kgs.21.8 | És azután ki nem mozdítom Izráelnek lábát erről a földről, mellyet adtam az ő eleiknek; ha szorgalmatosan az én parancsolatim szerint cselekesznek, és az egész törvény szerint, mellyet nékik parancsolt Mózes az én szolgám.
2Kgs.21.9 | De ők nem lőnnek engedelmesek; hanem tévelygésbe ejét őket Manasse, úgyannyira hogy nagyobb gonoszságokat cselekedének a pogányoknál, kiket az Úr kiveszte az Izráel fijai elől.
2Kgs.21.10 | Szóla azért az Úr az ő szolgái által a Próféták által, mondván:
2Kgs.21.11 | Mivelhogy Manasse a Júdának Királya ezeket az utálatosságokat cselekedte, gonoszb dolgokat cselekedvén mind azoknál, mellyeket az ő előtte való Emoreusok cselekedtek; és Júdát is vétekbe ejtette az ő bálványai által:
2Kgs.21.12 | Annakokáért ezt mondja az Izráelnek Ura Istene: Ímé én olly veszedelmet hozok Jérusálemre és Júdára, hogy mindennek, a ki azt hallja, megcsendűl mind a két füle belé.
2Kgs.21.13 | És kiterjesztem Jérusálemre a Samariának lineáját, és az Akháb házának mértékét, és megtörlöm Jérusálemet, miképen az ember megtörli a tálat, mellyet minekelőtte megtisztított, leborítja azt.
