1Chr.1.1 | Adám Seth, Énós.
1Chr.18.14 | Uralkodék azért Dávid az egész Izráelen és szolgáltat vala ítéletet és igazságot az ő egész népén.
1Chr.18.15 | Joáb pedid Séruja fija vala Hadnagy a seregben: Jósafát az Ahilud fija vala Kanczelláriusa Dávidnak.
1Chr.18.16 | Sádok az Ahitub fija, és Abimélek az Abjátár fija, Papok valának; Sausa vala Íródeák.
1Chr.18.17 | És Benája a Jójada fija vala Hadnagy a Kereteusokon és Peleteusokon. A Dávid fijai pedig legközelebb járnak vala a Királyhoz.

1Chr.19.1 | Lőn továbbá, meghala Náhás az Ammon fijainak Királya, és uralkodék az ő fija helyette.
1Chr.19.2 | És monda Dávid: Minden jóval lészek a Náhás fijához Hánunhoz; mert az ő attya is jól tett volt velem. - Ennekokáért Dávid külde követekeet ő hozzá, kik vigasztalnák őtet az ő attyának halála felől, és elmenének a Dávid szolgái az Ammon fijainak földökbe Hánunhoz, hogy őtet vigasztalnák.
1Chr.19.3 | Akkor mondának az Ammon fijainak Főemberei Hánunnak: A vagy az t álítod é, hogy Dávid tiszteli ezzel a te megholt atyádat a te szemeid előtt, hogy küldött hozzád viasztalókat? A vagy nem azért jöttek é az ő szolgái hozzád, hogy e föld felől jól megértekezzenek, tudakozzanak és megkémleljék?
1Chr.19.4 | Hozatá azért Hánum a Dávid szolgáit, és azokat megnyíreté, és ruhájokat félbe elmetélteté mind az ő alfelekig és elbocsátá őket.
1Chr.19.5 | Elmenének pedig és megbeszélék Dávidnak e dolgot e férjfiak felől: és külde elejekbe, (mert azok a férjfiak felette nagy gyalázattal illettek vala) és ezt izené a Király: Maradjatok Jérikóban, míg szakállatok megnövénd, akkor jöjjetek hozzám.
1Chr.19.6 | Látván pedig az Ammon fijai, hogy éktelen dolgot fselekedtek volna Dávidon; külde Hánum és az Ammon fijai ezer tálentom ezüstöt, hogy fogadnának szekerekeet és lovagokat Mésopotámiból, a Siriai Maakából, és Sobából.
1Chr.19.7 | Fogadának azért magoknak harminczkét ezer fegyvere szekeret, Maakának Királyát is az ő népével egybe, kik eljövének és tábort járának Medeaba ellenében: Az Ammon fijai is pedig öszvegyülének az ő városaikból, és jövének az ütközetre.
1Chr.19.8 | Mellyet ávid mikor meghallott volna elbocsátá Jóábot és minden erős népét.
1Chr.19.9 | És az Ammon fijai kimenvén rendet állának a város kapuja előtt; a melly Királyok pedig segitségre jöttek vala, külön valának a mezőn.
1Chr.19.10 | Látván pedig azt Joáb, hogy mind elől, mind hátul elensége volna; válogata az egész Izráelnek erősei közzűl egynéhányat, és sereget rendele a Siriabeliek ellen.
1Chr.19.11 | A több népet pedig bízá az ő attyafiára Abisaira, mellyet rendelének az Ammon fijai ellen.
1Chr.19.12 | És monda: Ha a Siriabeliek rajtam erőt vennének, nékem segítséggel légy: ha pedig az Ammon fijai rajtad erőt vennénék, én is megsegélek.
1Chr.19.13 | Légy erős, sőt legyünk bátorságosok mindnyájan a mi népünkért, és a mi Istenünk városaiért; az Úr pedig cselekedje azt, a mi néki tetszik.
1Chr.19.14 | Indaula azért harczra Joáb és az ő hada a Siriabeliek ellen, kik ő előtte mind megfutamodának.
1Chr.19.15 | Az Ammon fijai pedig mikor látták volna, hogy megfutamodtak volna a Siriabeliek: ők is a Joáb attyafia előtt, ki Abisai vala, megfutamodának, és bészaladának a városba, Joáb is azután Jérusálembe méne.
1Chr.19.16 | Látván pedig a Siriabeliek hogy az Izráel előtt megverettettek volna, küldének követeket, és kihozák a Siriabelieket, kik a folyóvízen túl laknak vala, és Sófák, a Hadarézer seregeinek Hadnagya vala előljáró.
1Chr.19.17 | Megmondák ezt Dávidnak: ki öszvegyüjté az egész Izráelt és a Jordán vizén általköltözvén hozzájok érkezék: és sereget rendele azok ellen ütközetre: És mikor sereget rendelt volna Dávi a Siriabeliek elen, ők is megütközének ő vele.
1Chr.19.18 | De a Siriabeliek megfutamondának az Izráel előtt; és levága Dávid azok közzűl hétezer szekeret és negyvenezer gyalogot; annakfellette Sófákot is a seregek Hadnagyát megölé.
1Chr.19.19 | Mikor pedig látták volna a Hadarézer szolgái, hogy az Izráel miatt illyen igen megromlottak volna: megbékéllének Dáviddal és szolgálának néki, és nem akarák többször a Siriabeliek megsegélleni az Ammon fijait.

1Chr.20.1 | És lőn ennekfelette az esztendőnek fordulásában, mikor a Királyok szoktak hadakozni indulni, elindítá Jóáb a hadat, és elpusztítá az Ammon fijainak földöket: És elmenvén megszállá Rabbát, (Dávid pedig maradott vala Jérusálemben,) és megvevé Jóáb Rabbát, és elrontá azt.
1Chr.20.2 | Elvivé pedig Dávid az ő Királyoknak koronáját az ő fejéből, melly egy tálentom aranyat nyomó vala, mellyben valának drágalátos kövek, melly a Dávid fejébe téteték: a városból is igen sok nyereséget vőn el.
1Chr.20.3 | A népet pedig, melly a városban vala kihozatá, és fűrésszel metélteté azokat, és vasgereblyékkel és sarlókkal. Így cselekedék Dávid az Ammon fijainak minden városaival: azután megtére Dávid mind az egész néppel Jérusálembe.
1Chr.20.4 | Ezután ismét had támada Gézeerben a Filiszteusok ellen; és akkor ölé meg a Husátites Sibbékai az Óriások nemzetségéből való Sippait, és illyen módon meegaláztatának.
1Chr.20.5 | Ismét lőn hada a Filiszteusok ellen, mellyben megölé Elhanán a Jáir fija, a Gáthbeli Lákhmit a Góliát attyafiát, kinek az ő dárdájának nyele hasonló vala a szövőknek zúgolyfájokhoz.
1Chr.20.6 | Ezek után ismét lőn viadal Gáthnál: Vala pedig ott a városban egy igen nagy magas ember, kinek hat-hat ujjai valának, azaz huszonnégy: ez is Óriás fija vala.
1Chr.20.7 | És szidalommal illeti vala az Izráelt, kit megöle Jónathán, Dávid attyafiának Simeának fija.
1Chr.20.8 | Ezek ugyanazon egy Óriásnak fijai voltak Gáth városban, kik elveszének Dávidnak és az ő szolgáinak kezek miatt.

1Chr.21.1 | Támada pedig a Sátán az Izráel ellen, és felindítá Dávidot, hogy megszámlálná az Izráelt.
1Chr.21.2 | Monda azért Dávid Jóábnak és a nép Hadnagainak: Menjetek el, számláljátok meg az Izráelt, Beersebától fogva szintén Dánig: és hozzátok hozzám, hadd tudjam számát.
1Chr.21.3 | Akkor monda Jóáb: Az Úr száz ennyivel szaporítsa meg az ő népét, a mennyin vagynak. A vagy nem mind te shzolgáid é azok, uram Király? s miért tudakoznék ezen az én uram? Miért lenne ez az Izráelnek büntetésére?
1Chr.21.4 | De a Király szava erősebb lőn a Jóábénál. Kifordula azért Jóáb a Király elől, és eljárá az egész Izráelt: azután megtére Jérusálembe.
1Chr.21.5 | És adá Jóáb a népnek számát Dávidnak: És volt az egész Izráel népének száma ezerszer való ezer; és százezer fegyverfogható: a Júda fijai pedig négyszáz hetvenezer fegyverfogható férjfiak.
1Chr.21.6 | A Lévi és Benjámin fijait pedig közikbe nem számlálá: mert nem tetszik vala Jóábnak a Király parancsolatja.
1Chr.21.7 | Sőt az Istennek is nem tetszék e dolog, mellyért megveré az Izráelt.
1Chr.21.8 | Monda pedig Dávid az Istennek: Igen vétkeztem, hogy ezt mívelém: s te pedig most a te szolgádnak hamisságát bocsásd meg, kérlek, mert felette igen bolondúl cselekdtem!
1Chr.21.9 | Ennekokáért szóla az Úr Gádnak a Dávid Prófétájának mondván:
1Chr.21.10 | Eredj el, szólj Dávidnak e képen: Ezt mondja az Úr: Hármat vetek elődbe; válassz magadnak egyet ezek közzűl, mellyet veled cselekdjem.
1Chr.21.11 | Elméne azért Gád Próféa Dávidhoz, és monda néki: ezt mondja az Úr: válaszd el magadnak:
1Chr.21.12 | Vagy három esztendeig való éhséget, vagy hogy ellenségeidtől három hónapig megemésztessél, és a te ellenséged fegyvere rajtad legyen: vagy az Úr fegyvere harmadnapig, és a döghalál kegyetlenkedjék földedben, és az Úr Angyala pusztítson az Izráelnek minden határiban? Azért lássad most, mit feleljek annak, a ki engemet hozzá küldött.
1Chr.21.13 | És monda Dávid Gádnak: Mindenfelől nékem keresűség; kérlek, hadd essem az Úr kezébe (mert igen sok és nagy az ő irgalmassága) és ne essem embereknek kezekbe.
1Chr.21.14 | Bocsáta azért az Úr döghalált az Izráelre: és meghalának az Izráel közzűl hetvenezer férjfiak.
1Chr.21.15 | Bocsáta annakfelette Angyalt az Úr Jérusálembe, hogy elpusztitaná azt: És mikor vágná a népet, meglátá az Úr, és könyörűle az ő veszedelmeken; és monda a pusztító Angyalnak: Elég immár, szünjél meg. Az Úrnak Angyala pedig áll vala a Jebuzeus Ornánnak szérűjénél.
1Chr.21.16 | Akkor Dávid felemelé az ő szemeit, és látá az Úr Angyalát állani a föld és az ég között, kinek kezében mezítelen tőr vala, mellyet Jérusálem elen emelt vala fel: Leesék azért Dávid és a Vének is, zsákba öltözvén, az ő orczájokra.
1Chr.21.17 | És monda Dávid az Istennek: Nemde nem én számláltattam é meg a népet; Én vagyok, a ki vétkeztem és igen gonoszúl cselekedtem: ímez juhoknak mi vétkek vagyon benne? óh én Uram Istenem, kérlek, forduljon reám a te kezd, és az én atyám háznépére, és ne legyen a te népeden a csapás.
1Chr.21.18 | Az Úr Angyala pedig parancsolá Gádnak, hogy megmondaná Dávidnak: Hogy sietne felmenni Dávid oltárt rakatni az Úrnak a Jebus Ornán szérűjén.
1Chr.21.19 | Felméne azért Dávid a Gád beszéde szerint, mellyet az Úr nevében szólott vala.
1Chr.21.20 | Mikor pedig Ornán hátratekintvén látta volna az Angyalt, és az ő négy fijai, kik vele valának, elrejtezének. (Ornán pedig búzát csépel vala.)
1Chr.21.21 | És juta Dávid Ornánhoz. Mikor azért feltekintett volna Ornán, Dávidot meglátá, és kimenvén a szérűről, meghajtá magát Dávid előtt, a földre arczal leborúlván.
1Chr.21.22 | És monda Dávid Ornánnak: Add nékem e szérű helyet, hogy építsek oltárt rajta az Úrnak: igaz árán adjad nékem azt, és megsünik azonnal e csapás a népen.
1Chr.21.23 | Monda Ornán Dávidnak: Legyen bátor tiéd, és az én uram a Király azt cselekedje, a mi néki tetszik: annakfelette ez ökröket adom az eegészen égőáldozatra, és fa helyett e cséplőszerszámokat, e gabonát is Minhának; mind ezekeet ajándékon adom.
1Chr.21.24 | És monda Dávid Király Ornánnak: Nem akarom azt, hanem ugyan igaz áron akarom megvenni tőled; mert a mi tiéd, el nem veszem tőled az Úrnak, és nem akarok tüzes áldozattal áldozni néki a máséból.
1Chr.21.25 | Ada azért Dávid Ornánnak a szérűért hatszáz arany siklust.
1Chr.21.26 | És építe ott oltárt Dávid az Úrnak, és áldozék tüzes és engesztelő áldozatokkal, és segítségűl hívá az Urat, ki meghallgatá őtet, mennyből tüzet bosátván a tüzes áldozat oltárára.
1Chr.21.27 | És parancsola az Úr az Angyalnak; és bétevé az ő tőrét hüvelyébe.
1Chr.21.28 | Akkor látván Dávid, hogy az Úr őtet meghallgatta volna a Jebuzeus Ornán szérűjén, mikor ott áldoznék.
1Chr.21.29 | (Az Úr sátora pedig, mellyet csinált vala Mózes a pusztában, és a tüzes áldozatnak oltára is akkor ala fenn a magassában Gibeonban.
1Chr.21.30 | És Dávid akkor oda fel nem mehetett vala, hogy az Istent megengesztelné: mert igen megrettent vala az Úr Angyalának mezítelen tőrétől.)

1Chr.22.1 | Monda Dávid: Ez az Úrnak, az Istennek háza, és az Izráelnek tüzes áldozatjára való oltár is itt vagyon.
1Chr.22.2 | Megparancsolá azért Dávid, hogy öszvegyüjtének az Izráel földén való jövevényeket, kiket kővágókká tőn, hogy faragni való köveket vágának, hogy az Isten házát megcsinálnák.
1Chr.22.3 | Továbbá bőséges vasat szerze Dávid szegeknek, ajtóknak és foglalásoknak: rezet is bőségesen szerze inden mérték nélkűl.
1Chr.22.4 | Számtlaan czédrusfákat is: mert a Sídon és Tírus városbeliek czédrusfákat bőségesen hordanak vala Dávidnak.
1Chr.22.5 | Akkor monda Dávid: Az én fiam Salamon, gyermek és igen gyenge, az Úrnak pedig felette igen nagy házat kell építeni, mellynek híre neve elterjedjen ez egész földön: elkészítek azért mindeneket néki. Dávid azért mindeneket nagy bőségesen megszerze, minekelőtte meghala.
1Chr.22.6 | Hivatá azért Dávid az ő fiját Salamont és meghagyá néki, hogy az Izráel Urának Istenének házat csináltatna.
1Chr.22.7 | És monda Dávid Salamonnak: Édes fiam, én elgondoltam vala szívemben, hogy az én Uram Istenem nevének házat építsek:
1Chr.22.8 | De az Úr szóla nékem illyenképen: Sok vért ontottál és sokat hadakoztál; nem csinálsz az én nevemnek házat! mert sok vért ontottál ki a földre én előttem.
1Chr.22.9 | Ímé fiad lészen néked, kinek csendessége lészen: mert nyugodalmat adok néki minden körűle vaó ellenségeitől: azért neveztetik Salamonnak! mert békességet és nyugodalmat adok az Izráelnek az ő idejében.
1Chr.22.10 | Ő cisnál az én nevemnek házat: ő lészen nékem fiam, és én néki lészek attya, és megerősítem az ő országának királyiszékit, az Izráelen mind örökké.
1Chr.22.11 | Most édes fiam az Úr veled lészen; és szerencsés lészes, és te építed meg a te Uradnak Istenednek házát, a mint ez előtt meeg nem mondotta felőled.
1Chr.22.12 | De adjon az Úr néked értelmet és bölcseséget, mikor néked parancsol az Izráel felől, hogy a te Uradnak Istenednek törvényét megőrizzed.
1Chr.22.13 | Akkor jól lészen dolgot, mikor a parancsolatokat és az ítéleteket megőrizénded, és megcselekedénded, a mellyeket az Úr Mózes által parancsolt volt az Izráelnek: légy bátor, légy erős, ne félj s ne rettegj!
1Chr.22.14 | Ímé én is az én szegénységem szerint készitettem az Úr házának építésére száz ezer tálentom aranyat, és ezerszer való ezer tálentom ezüstöt, rezet s vasat mérték nélkűl, mert igen bőven vagyon; fákat is, köveket is szerzettem; te is szerezz ezekhez.
1Chr.22.15 | Vagynak néked sok míveseid, kővágóid, kő- és fafaragóid, és mindenféle dologban bölcs mesterembereid.
1Chr.22.16 | Az aranynak, ezüstnek, vasnak és réznek száma nincsen: azért kelj fel, láss hozá, és az Úr legyen veled.
1Chr.22.17 | Megparancsolá pedig Dávid az Izráel minden Főembereeinek, hogy ők is segítséggel lennének az ő fijának Salamonnak, ezt mondván:
1Chr.22.18 | A vagy nincsen é a ti uratok Istentek ti veletek, ki néktek békességet adott köröskörűl? Mert az én hatalmam alá adá e földnek lakosait, és meghódoltattuk e földet az Úr előtt, és az ő népe előtt.
1Chr.22.19 | No azért keressétek a ti Uratokat Istenteket teljes szivetek és lelkete szerint, és felkelvén, az Úr Istennek szentséges helyét csináljátok meg, hogy vigyétek az Úr szövetségének ládáját, és az Istennek szenteltetett edényeket a házba, melly építtetik az Úr nevének.

1Chr.23.1 | Megvénhedék pedig Dávid, és mikor igen koros volna: Királlyá tevé az ő fiját Salamont az Izráelen.
1Chr.23.2 | És öszvegyűjté az Izráelnek minden Fejedelmeit, a Papokat is és a Lévitákat.
1Chr.23.3 | És megszámláltatának, a Léviták, harmincz esztendőstől fogva és a kik annál idősebbek valának; és volt azoknak számok fejenként harmincznyolczezer.
1Chr.23.4 | Ezek közzűl huszonnégy ezeren az Úr háza körűl való dolgosoknak pallérai valának: és hatezeren igazgatók és bírák valának.
1Chr.23.5 | Négyezeren ajtónállók valának: négyezeren dícsérik vala az Urat minden zengő szerszámokkal, mellyeket Dávid készíttetett vala a dícséretre.
1Chr.23.6 | És Dávid őkt három részre rendelé a Lévi fijai szerint: Gersonitákra, Kéhátitákra, és Méráritákra.
1Chr.23.7 | A Gersoniták közzűl valók valának Lahdán és Simhi.
1Chr.23.8 | Lahdán fijai: Jéhiel fő, Zétám és Joel hárman.
1Chr.23.9 | És a Simhi fijai: Selómit, Hásiel és Hárán, hárman: ezek voltak a Lahdán háznépe között fők.
1Chr.23.10 | Simhi fijai: Jahát, Zina, Jéus és Béria; ezek négyen voltak Simhi fijai.
1Chr.23.11 | Vala pedig Jahát fő, Zina második; de Jéus és Béria, mivelhogy nem sok fiakat nemzének, azért az ő attyoknak háznépe között csak egy ágért számláltattak.
1Chr.23.12 | Kéhát fijai: Amrám, Ishár, Hebron és Uzziel, négyen.
1Chr.23.13 | Amrám fijai: Árón és Mózes: Elválasztaték pedig Áron, hogy szenteltetnék szenteséges dolgoknak cselekedeteire, ő és az ő fijai mind örökké; és hogy jóillatot tennének az Úr előtt, hogy szolgálnának néki, és az ő nevében, a népet megáldanák mind örökké.
1Chr.23.14 | Mózesnek az Isten emberének fijai pedig számláltatának a Lévi nemzetségei közzé.
1Chr.23.15 | Mózes fijai: Gerson és Eliézer.
1Chr.23.16 | Gerson fijai: Sébuel fő.
1Chr.23.17 | Voltak pedig Eliézer fijai: Rhábia fő: nem is voltak Eliézernek több fijai: de a Rehábia fijai igen megsokasodtak vala.
1Chr.23.18 | Ishár fijai: Selómit, ki fő vala.
1Chr.23.19 | Hebrón fijai: Jéria fő, Amárja második, Jaháziel harmadik, és Jékámám negyedik.
1Chr.23.20 | Uzziel fijai: Mika fő, és Isija második.
1Chr.23.21 | Mérári fijai: Mákhli és Músi: Mákhli fijai: Eleázár és Kis.
1Chr.23.22 | Meghala pedig Eliázár, és nem voltak néki fijai, hanem leányai, kiket elvevének a Kis fijai, azoknak attyokfiai.
1Chr.23.23 | Músi fijai: Mákhli, Eder és Jeremót, ez három.
1Chr.23.24 | Ezek a Lévi fijai az ő cselédjek szerint, kik az ő tisztekben, az ő neveknek száma szerint főemberek voltak; kik az Úrnak házában szolgáltak, a kik húsz esztendősök és annál idősebbek voltak.
1Chr.23.25 | Mert ezt mondotta vala Dávid: Az Izráelnek Ura Istene im megnyugotá az ő népét, és lakozik Jérusálemben mind örökké.
1Chr.23.26 | A Lévitáknak is nem szükség lészen többé az Isten sátorát hordozni, sem az edényeket, mellyek annak szükségére szereztettek volt.
1Chr.23.27 | Annakokáért Dávidnak utolsó rendelése szerint számláltattak a Lévi fijai, húsz esztendőstől fogva, és a kik idősebbek volnának.
1Chr.23.28 | Annakfelette ezeknek rendek vala az Áron fijainak birodalmokban, hogy szolgálnának az Úr házában, és annak pitvaraiban, kamaráiban, minden szent edényeknek tisztításában és az Isten házának szolgálatjában:
1Chr.23.29 | Azaz, a szent kenyereknek elrendelésében, a Minhának, kovász nélkűl való lepényeknek, serpenyőben főzött és szépen felhólyagzott pogácsáknak való zsemlyelisztnek megszerzésében, és mindennek mértékében:
1Chr.23.30 | És hogy állanának minden reggel az Úrnak tiszteletére, és dícséretére, azonképen estve is;
1Chr.23.31 | És hogy áldoznának az Úrnak minden tüzes áldozattal, minden szombatnapokon, a hónapoknak első napjain, és a szokott innepeken bizonyos szám szerint, a mint szükség ala szünetlen az Úr előtt.
1Chr.23.32 | És hogy a Gyülekezetnek sátorát szorgalmatosan őriznék, és a szent állatokat; és hogy az ő attyokfiainak az Áron fijainak szolgálatjok mellett vigyáznának az Úr házánk szolgálatjában.

1Chr.24.1 | Az Áron fijainak pedig ezek az ő elrendelések: Áron fijai: Nádáb, Abihú, Eleázár és Itamár.
1Chr.24.2 | Meghala pedig Nádáb és Abihú az ő attyok előtt, kiknek fijai nem valának: azért Eleázár és Itamár viselék a Papságot.
1Chr.24.3 | És elrendelé őket Dávid, és Sádók, ki az Eleázár fijai közzűl vala, és Ahimélek, ki az Itamár fijai közzűl vala, az ő tisztek szerint a szolgálatra.
1Chr.24.4 | Találtatának pedig az Eleázár fijai közzűl sokkal több főemberek, hogysem mint az Itamár fijai közzűl, mikor elrendelnék őket. Az Eleázár fijai között voltak főemberek, az ő attyok háznépe szerint tizenhatan; az Itamár fijai közzűl, az ő attyok háznépe szerint, nyolczan.
1Chr.24.5 | Eloszták pedig őket sors által válogatás nélkűl: jóllehet a Szenthelynek Istentől választatott Fejedelmei volnának, mind az Eleázár s mind az Itamár fijai közzűl valók.
1Chr.24.6 | És béírá őket Semája Nétanéel fija, a Lévi nemzetségéből való Íródeák, a Király előtt és a Fejedelmek előtt, Sádók Pap előtt, Ahimélek előtt ki Abjátár fija vala, és a Papoknak és Lévitáknak attyai nemzetségeknek Fejedelmei előtt, minden attyai cselédet, melly sors által az Eleázár nemzetségéből esett, hasonlatosképen melly az Itamár nemzetségéből esett.
1Chr.24.7 | Esék pedig az első sors Jojáribra; a második Jedájára.
1Chr.24.8 | Hárimra a harmadik: Seórimra a negyedik.
1Chr.24.9 | Málkijára az ötödik: Mijáminra a hatodik.
1Chr.24.10 | Hakkósra a hetedik; Abijára a nyolczadik.
1Chr.24.11 | Jesuára a kilenczedik: Sekániára a tizedik.
1Chr.24.12 | Eliásibra a tizenegyedik: Jámikra a tizenkettődik.
1Chr.24.13 | Huppára a tizenharmadik: Jésebeábra a tizennegyedik.
1Chr.24.14 | Bilgára a tizenötödik: Immérre a tizenhatodik.
1Chr.24.15 | Hézirre a tizenhetedik: Hápisesre a tizennyolczadik.
1Chr.24.16 | Petáhiára a tizenkilenczedik: Jéhezkelre a huszadik.
1Chr.24.17 | Jákinra a huszonegyedik: Gámulra a huszonkettődik.
1Chr.24.18 | Délájára a huszonharmadik: Maáziára a huszonnegyedik.
1Chr.24.19 | Ez az ő tiszteknek rende az ő szolgálatjokban, hogy az Úr házába béjárnának az ő attyoknak Áronnak birodalma alatt való tiszt szerint; int megparancsolta volt néki az Izráel Ura Istene.
1Chr.24.20 | A mi néz a Livinek több fijaira; az Amrám fijai közzűl vala Subáel: A Subáel fijai közzűl Jehdéja.
1Chr.24.21 | A mi néz pedig Rehábiára: A Rehábia fijai közzűl Issija vala fő.
1Chr.24.22 | Az Ishár fijai közzűl vala Selómot: És a Selómót fijai közzűl Jahát.
1Chr.24.23 | A Hebron fijai közzűl vala első Jérija, Amárja második, Jaháziel harmadik, Jehámám negedik.
1Chr.24.24 | Uzziel fijai: Míka: A Míka fijai közzűl Sámir.
1Chr.24.25 | Míka attyafia Issija: Issija fijai közzűl Zékáriás.
1Chr.24.26 | Mérári fijai: Mákhli és Músi; Jaázija fija, Bénó.
1Chr.24.27 | Mérárinak Jaázijától az ő fijától való fijai: Sohám, Zakúr és Hibri.
1Chr.24.28 | Mákhlitól vala Eliázár és ennek nem valának fijai.
1Chr.24.29 | Kistől a Kis fijai közzűl való volt Jérakhméel.
1Chr.24.30 | Músi fijai: Mákhli, Eder és Jérimót! E Léviták fők voltak az ő attyaiknak házoknépe szerint.
1Chr.24.31 | Ezek is sorsot vetének az ő attyokfiaival az Áron fijaival együtt Dávid Király előtt, Sádok és Ahimélek előtt, a Papok és Léviták attyainak Fejedelmei előtt, a fő a kissebbikkel egyaránt.

1Chr.25.1 | Elválasztá pedig Dávid, és a seregnek Fejedelmei, szolgálatra az Asáf Hémán és a Jédutun fijait, kik prófétálnak vala hegedűkkel, náblumokkal, czimbalmokkal. Ezeknek pedig az ő szolgálatjokban bizonyos számok vala.
1Chr.25.2 | Az Asáf fijai közzűl ezek voltak: Zakkúr, József, Nétánia, és Asaréla; az Asáf fijai voltak az Asáf birtokában; ki a Király akaratja szerint prófétál vala.
1Chr.25.3 | A Jédutun fijai közzűl: A Jédutun fijai: Gedália, Séri, Jésája, Hasábia, Mattithia és Simei, hatan az ő attyoknak Jédutunnak birtokában valának hegedülésben, ki prófétál vala, az Urat tisztelvén és dícsérvén.
1Chr.25.4 | A Hémán fijai közzűl: Hémán fijai: Bukkija, Mattánia, Uzziel, Sébuel, Jérimót, Hanánia, Hanáni, Eliáta, Giddálti, Romámti-Ezer, Josbekása, Mallóti, Hótir, Maháziót.
1Chr.25.5 | Ezek mind Hémán fijai, ki az Isten beszédeiben a Király Nézője vala az ő királyi méltósága felől: és ada az Isten Kémánnak tizennégy fiakat és három leányokat.
1Chr.25.6 | Ezek mindnyájan az ő attyoknak hatalmában valának, kik az Úr házában énekelnek vala czimbalmokkal, náblumokkal és hegedűkkel, az Isten házának szolgálatjára; a Királynak, Asáfnak, Jédutunnak, és Hémánnak parancsolatjok szerint.
1Chr.25.7 | Volt pedig ezeknek számok, az Úrnak dícséretében tudós attyokfiaival öszve minden tanitóknak kétszáz nyolczvannyolcz.
1Chr.25.8 | És sorsot is vetének közöttök a vígyázásban való tisztre, mind kicsiny s mind nagy, mind a tanitó s mind a tanítvány.
1Chr.25.9 | És esék az elsősors az Asáf fijára Józsefre: Gedáliára a második, ki az ő attyafiaival és fijaival öszve tizenketted magával vala.
1Chr.25.10 | A harmadik Zakkúrra, kinek fijai és attyafiai tizenketten valának.
1Chr.25.11 | Negyedik Jifrire esék, kinek fijai és attyafiai tizenketten valának.
1Chr.25.12 | Ötödik Nétániára, kinek fija és attyafiai tizenketten valának.
1Chr.25.13 | Hatodik Bukkijára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.14 | Hetedik Jésarelára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.15 | Nolczadik Jésaiára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.16 | Kilenczedik Mattániára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.17 | Tizedik Simeire, kinek fijai és attyafiai tizenketten valának.
1Chr.25.18 | Tizenegyedik Azárelre, kinek fijai és attyafiai tizenketten valának.
1Chr.25.19 | Tizenkettődik Hasábiára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.20 | Tizenharmadik Subáelre, kinek fijai és attyafiai tizenketten valának.
1Chr.25.21 | Tizennegyedik Mattithiára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.22 | Tizenötödik Jérimótra, kinek fijai és attyafiai tizenketten valának.
1Chr.25.23 | Tizenhatodik Hanániára, kinek fijai és attyafiai tizenketten valának.
1Chr.25.24 | Tizenhetedik Jósbekására, kinek fijai és attyafiai tizenketten valának.
1Chr.25.25 | Tizennyolczadik Hanánira, kinek fijai és attyafiai tizenketten valának.
1Chr.25.26 | Tizenkilenczedik Mallótira, kinek fijai és attyafiai tizenketten valának.
1Chr.25.27 | Huszadik Elijátánra, kinek fijai és attyafiai tizenketten valának.
1Chr.25.28 | Huszonegyedik Hótirra, kinek fijai és attyafiai tizenketten valának.
1Chr.25.29 | Huszonkettődik Giddáltire, kinek fijai és attyafiai tizenketten valának.
1Chr.25.30 | Huszonharmadik Maháziótra, kinek fijai és attyafiai tizenketten valának.
1Chr.25.31 | Huszonnegyedik Rómámti-Ezerre, kinek fijai és attyafiai tizenketten valának.

1Chr.26.1 | Az ajtónállóknak elrendelések ez: A Kóriták közzűl Meselémiás a Kóré fija, ki az Asáf fijai közzűl való volt.
1Chr.26.2 | A Meselémiás fijai közzűl elsőszülött Zekária, Jédiáel második, Zebádia harmadik, és Játniel negyedik.
1Chr.26.3 | Elám ötödik, Jóhanán hatodik, Eljehoénai hetedik.
1Chr.26.4 | Obed-Edom fijai közzűl: Sémája elsőszülött, Józabád második, Jóah harmadik, Sákár negyedik, Nétanéel ötödik.
1Chr.26.5 | Ammiel hatodik, Issakhár hetedik, Pehullétai nyolczadik: mert az Isten őtet megáldotta vala.
1Chr.26.6 | Az ő fijának is Sémájának születtetének fijai, hasonlók az ő attyának fiaihoz: mert igen erősek valának.
1Chr.26.7 | Sémája fijai: Othni, Refáel, Obed, Elzabád, kinek attyafiai igen erős férjfiak valának, Elihu és Sémákiás.
1Chr.26.8 | Mindnyájan zek Obed-Edom fijai közzűl valók, mind ő magok, mind fijaik, s mind attyafiai igen erősek valának a szolgáltara; hatvanketten valának mind Ebed-Edomtól.
1Chr.26.9 | Meselémiásnak is fijai és attyafiai tizennyolczan valának erős férjfiak.
1Chr.26.10 | Hósának is pedig, ki vala a Mérári fijai közzűl, valának fijai, kik között Simri fő vala, nemhogy elsőszülött volna, hanem hogy az őt attya ugyan őtet akará választani főnek.
1Chr.26.11 | Hilkiás a második, Tebáliás a harmadik, Zekária negyedik: mindnyájan a Hósa fijai és attyafiai tizenhárman.
1Chr.26.12 | Ezek között osztaték el az ajtónállásnak tiszte a Főemberek által, kik az ő attyafiaival egybe vigyáznának é szolgálnának az Úr házában.
