Matt.1.1 | JÉZUS KRISZTUSNAK, Dávid fijának és Ábrahám fijának nemzetségéről való Könyv.
Matt.18.20 | Mert valahol ketten vagy hárman egybegyülnek az én nevemben, ott vagyok ő közöttök.
Matt.18.21 | Akkor hozzá menvén Péter, monda: Uram megbocsássak é az én atyámfiának, valamennyiszer ellenem vétkezik? Megbocsássak é hétszer?
Matt.18.22 | Monda néki Jézus: Nem mondom néked, hogy hétszer csak, hanem hetvenhétszer is.
Matt.18.23 | Annakokáért hasonlatos a mennyeknek országa a Királyhoz, ki az ő szolgáival akara számot vetni.
Matt.18.24 | És mikor számot kezdett volna vetni, hozának ő elibe egy szolgát, ki adós vala tizezer tálentommal.
Matt.18.25 | És mikor az meg nem fizethetne, parancsolá annak Ura, hogy eladnák azt és feleségét, és gyermekeit és mindenét, a mije valaa, hogy az adósság meglenne.
Matt.18.26 | Leborulván azért az a szolga könyörög vala az ő Urának, ezt mondván: Uram! muljék el ellenem való haragod, és mindenekről megelégitlek.
Matt.18.27 | Könyörülvén azért rajta annak a szolgának Ura, elbocsátá őtet és megengedé néki az adósságot.
Matt.18.28 | Kimenvén parig az a szolga, talála egyet az ő szolgatársai közzűl, ki néki adós vala száz pénzzel: és megragadván azt, fojtogatja vala, ezt mondván: Fizesd meg a mivel tartozol!
Matt.18.29 | Leborulván azért az ő szolgatársa ő előtte, könyörög vala néki, mondván: Muljék el csak most ellenem való haragod, és mindenekről megelégitlek.
Matt.18.30 | Amaz pedig nem akará, hanem elmenvén veté azt a tömlöczbe, mignem megadná az adósságot.
Matt.18.31 | Mikor pedig látták volna annak szolgatársai, a mellyek lettek vala, igen megszomorodának, és elmenvén mindeneket eleibe adának az ő Uroknak, a mellyek lettek vala.
Matt.18.32 | Akkor előhivatván az ő Ura, monda néki: Gonosz szolga, minden edósságodat megengedém néked, mivelhogy könyörgél nékem.
Matt.18.33 | Nem kllet é néked is könyörülnöd a te szolgatársadon, miképne én is könyörültem rajtad?
Matt.18.34 | És megharagudván az ő Ura, adá azt a hóhérok kezekbe, mignem mind megadná, a mivel néki tartoznék.
Matt.18.35 | Ezenképen cselekeszik az én mennybéli atyám is veletekm ha meg nem bocsátja kiki az ő attyafiának ellene való vétkét szive szerint.

Matt.19.1 | És mikor elvégezte volna Jézus e beszédeket, Galileából elindula, és méne Júdeának határiba, a Jordánon által kelvén.
Matt.19.2 | És követé őtet nagy sokaság, és meggyógyitá azokat ott.
Matt.19.3 | Akkor hozzá menének a Farizeusok, kik kisértvén őtet, ezt kérdik vala tőle: Szabad é embernek elbocsátani az ő feleségét akármi vétekért:
Matt.19.4 | Ő pedig felevén, monda: Nem olvastátok é, hogy a Teremtő az első termésben férjfiat és asszonyt teremtett:
Matt.19.5 | És azt mondotta: Annakokáért elhagyja ember attyát és annyát: és ragaszkodik az ő feleségéhez, és ketten lésznek egy testté.
Matt.19.6 | Azért többé immár nem kettő, hanem egy test. A mit azért Isten egybe szerkesztett, az ember el ne válassza.
Matt.19.7 | Mondának néki: Miért parancsolta tehát Mózes, hogy a férjfiú, elválásról való bizonyságlevelet adjon az ő feleségének és azt elbocsássa.
Matt.19.8 | Felele nékik: Mózes a ti sziveteknek keménységéért engedte volt meg néktek, hogy elbocsássátok a ti feleségiteket; de nem úgy volt eleitől fogva.
Matt.19.9 | Mondom pedig néktek, hogy valaki elbocsátándja az ő feleségét, hanem ha paráznaságért, és mást vejénd, parázna lészen az; és a ki ok nélkül ebocsáttatott asszonyt vejénd feleségül, az is parázna lészen.
Matt.19.10 | Mondának néki z ő tanitványai: Ha igy vagyon a férjfiunak dolga az ő feleségével, nem jó tehát megházasodni.
Matt.19.11 | És ő monda nékik Nem mindenek veszik bé ezt a beszédet, hanm azok, a kiknek adatott
Matt.19.12 | Mert vagynak herélt emberek, kik az ő annyok méhéből ugy születtek: és vagynak herélt emberek, kik emberektől heréltettek meg: és vagynak herélt emberek, kik magok herélték meg magokat, a mennyeknek országáért. A ki béveheti ezt, vegye bé-
Matt.19.13 | Akkor hozának ő eleibe kis gyermekeket, hogy az ő kezeit vetné azokra, és imádkoznék érettek, a tanitványok pedig dorgálják vala azokat.
Matt.19.14 | Jézus pedig monda: Hagyjatok békét e kis gyermekeknek, és ne tiltsátok meg őket, hogy hozzám ne jöjjenek: mert illyeneké a mnnyeknek országa.
Matt.19.15 | És mikor az ő kezeit reájok vetette volna, élméne onnét.
Matt.19.16 | És imé egy ember hozzá járulván, monda néki: Jó Mesterem! micsoda jót cselekedjem, hogy az örök életet vehessem?
Matt.19.17 | És ő monda annak: Miért mondasz engem jónak? Nincsen senki jó több az egy Istennél. Ha pedgi bé akarsz az életre menni, tartsd meg a parancsolatokat.
Matt.19.18 | Monda az Jézusnak: Mellyeket? Jézus pedig monda: Ne ölj. Ne paráználkodjál, Ne orozz, Hamis vallást ne tégy.
Matt.19.19 | Tiszteljed atyádat és anyádat: és szeresd felebarátodat mint te magadat..
Matt.19.20 | Monda néki az ifju: Mind ezeket megtartottam ifjuságomtól fogva: Mi fogyatkozás vagyon még bennem?
Matt.19.21 | Monda néki Jézus: Ha tökéletes akarsz lenni, eredj el, add el minden marhádat és osztogasd a szegényeknek, és kincsed lészen a mennyországban; és jere és kövess engemet.
Matt.19.22 | Mikor hallotta volna pedig az ifju e beszédet, elméne megszomorodva: mert sok jószága vala.
Matt.19.23 | Jézus pedig monda az ő tanitványinak: Bizony mondom néktek, hogy a gazdag nehezen megyen bé mennyországba.
Matt.19.24 | Ismét pedig mondom néktek, hogy könnyeb a tevének általmenni a tőnek fokán, hogynem a gazdagnak Isten országába menni.
Matt.19.25 | Ezeket pedig meghallván a tanitványok, igen megháborodának és mondának: Kicsoda idvezülhet tehát?
Matt.19.26 | Jézus pedig reájok tekintvén monda nékik: Az embereknél ez lehetetlen, de az Istennél mindenek lehetségesek.
Matt.19.27 | Akkor Péter felelvén, monda nékik: Ímé mi mindeneket elhagytunk és követtünk tégedet: mint lészen azért dolgunk?
Matt.19.28 | Jézus pedig monda nékik: Bizony mondom néktek, ti kik engemet követtetek, amaz ujonnan való születéskor, mikor ülénd az embernek Fija az ő dicsőséges székibe, ti is ültök tizenkét szekekben és megitélitek az Izráelnek tizenkét nemzetségit.
Matt.19.29 | És valaki elhagyja házait, attafiait, nénnyeit, hugait, attyát, annyát, feleségit, gyermekit, jószágát az én nevemért, száz annyit vészen, és az örök életet örökség szerint birja.
Matt.19.30 | Sok elsők pedig lészenk utolsók, és sok utolsók elsők.

Matt.20.1 | Mert hasonló a mennyeknek országa a Gazdához, ki jó reggel kimegyen miveseket fogadni szőlőjébe.
Matt.20.2 | És megszerződvén a mivesekkel egy napra tiz-tiz pénzbe, elküldé őket az ő szőlőjébe.
Matt.20.3 | És kimenvén három órakor látá más rendbelieket a piaczon állván hivalkodni.
Matt.20.4 | És monda azoknak: Menjetek el ti is a szőlőbe, és a mi igaz, néktek megadom.
Matt.20.5 | Azok pedig elmenének. És ismét hat és kilencz órakor kimenvén, szinte azonképen cselekedék.
Matt.20.6 | Tizenegy órakor pedig kemenvén, talála más rendbelieket, állván hivalkodni, és monda nékik: Miért álltok itt napestig hivalkodván?
Matt.20.7 | Mondának néki: Mert senki nem fogadott meg minket: És monda nékik: Menjetek el ti is a szőlőbe, és a mi igaz lejénd, elveszitek.
Matt.20.8 | Mikor pedig estve volna, monda a szőlőnek Ura az ő Vinczelésének: Hivd elő a miveseket, és fizess meg nékik, elkezdvén az utolsókon mind az elsőkig.
Matt.20.9 | És mikor előjöttek volna a kik tizenegy órakor mentek vala a munkára, azok is fejenként tiz-tiz pénzt vőnek.
Matt.20.10 | Eljövén pedig az elsők, állitják vala, hogy ők többet vennének, de azok is fejenként tiz-tiz pénzt vőnek.
Matt.20.11 | És mikor felvették volna a pénzt, zugolódnak vala a Gazda ellen.
Matt.20.12 | Ezt mondván: Ez utolsók csak egy óráig munkálkodtak, és azokat velünk egyenlőkké tetted, kik a napnak terhét és hévségét szenvedtük
Matt.20.13 | Ő pedig felelvén, monda egynek közzülök: Barátom! semmi bosszút nem teszek rajtad; avagy nem tiz pénzbe szerződtél é meg velem?
Matt.20.14 | Vedd fel a mi a tiéd és menj el. Én pedig az utolsónak is annyit akarok adni, mint néked.
Matt.20.15 | Avagy nem szabad é nékem az én marhámból azt mivelnem, a mit akarok? avagy a te szemed azért é gonosz, hogy én jó vagyok.
Matt.20.16 | Eképen az utolsók elsők lésznek, és az elsők utolsók; mert sokan vagynak a hivatalosok, de kevesen a választottak.
Matt.20.17 | És felmenvén Jézus Jérusálembe maga mellé vevé a tizenkét tanitványokat csak magokat au úton, és monda nékik:
Matt.20.18 | Ímé felmegyünk Jérusálembe, és az embernek Fija elárultatik a Papifejedelmeknek és az Irástudóknak, és halálra kárhoztatják őtet.
Matt.20.19 | És adjátok őtet a Pogányok kezekbe, hogy megcsufolják, megostorozzák és megfeszitsék; de harmadnap feltámad.
Matt.20.20 | Akkor méne ő hozzá a Zebedeus fijainak annyok és az ő fijaival egybe, térdre leesvén és akarván ő tőle valamit kérni.
Matt.20.21 | Jézus pedig monda néki: Mit akarsz? És azt monda néki: Parancsoljad hogy az én két fiaim üljenek a te országodban, egyik jobbkezed felől, a másik balkezed felől.
Matt.20.22 | Felevén pedig Jézus monda: Nem tudjátok mit kértek. Megihatjátok é a pohárt, melyet én megiszon, és a kersztséggel megkeresztelkedem? és mondának néki: Megmivelhetjük.
Matt.20.23 | Akkor monda nékik: Az én poharamat bizonyára megisszátok, és azzal a keresztséggel megkeresztelkedtek, mellyel én megkeresztelkedem; hogy pedig az én jobb- és balkezem felől üljetek, nem én adhatom, hanem adatik azoknak, a kiknek az én Atyámtól megkészittetett.
Matt.20.24 | És mikor ezt hallották volna a tiz tanitványok, megháborodának a két attyafiak felől.
Matt.20.25 | Jézus pedig előszólitván őket, mondja : Tudjátok, hogy a Pogányoknak Fejedelemeik uralkodnak azokon, és a kik Hatalmasok, hatalmaskodnak azokon.
Matt.20.26 | De nem ugy lészen ti köztetek, hanem a ki köztetek nagy akar lenni, legyen ti szolgátok.
Matt.20.27 | És valaki ti köztetek akar első lenni, legyen ti szolgátok.
Matt.20.28 | Mint az embernek Fija, nem jött hogy szolgáljanak néki, hanem hogy ő szolgáljon, és adja ő életét váltságul sokakért.
Matt.20.29 | És mikor Jérikóból kimennének, követé őtet nagy sokaság.
Matt.20.30 | És imé két vakok, kik ülnek vala az út mellett, mikor hallották volna hogy Jézus azon mene el, kiáltnak vala, mondván: Uram Dávidnak Fija, könyörülj rajtunk!
Matt.20.31 | A sokaság pedig dorgálja valaőket, hogy hallgatnának; azok pedig annál inkább kiáltnak vala, mondván: Uram Dávidnak Fija könyörülj rajtunk!
Matt.20.32 | És mikor megállott volna Jézus előszólitá őket, és monda: Mit akartok hogy cselekedjem veletek?
Matt.20.33 | Mondának néki: Uram! hogy a mi szemeink megnyilatkozzanak.
Matt.20.34 | És könyörülvén, rajtok Jézus, illeté az ő szemeiket, és mindjárt megnyilatkozának az ő szemeik, és követék őtet.

Matt.21.1 | És mikor közelgettek volna Jérusálemhez, és jutottak volna Betfagéba, az Olajfáknak hegyéhez, elkülde akkor Jézus kettőt az ő tanitványai közzűl.
Matt.21.2 | Ezt mondván nékik: menjetek imez faluba, mely előttetek vagyon, és mindjárt találtok egy megkötött szamárt, és az ő vemhét vele együtt; oldjátok el, és hozzátok nékem.
Matt.21.3 | És ha valaki néktek valamit szóland, mondjátok hogy az Úr szükölködik ezek nélkül, és azonnal elbocsátja azokat.
Matt.21.4 | Ez pedig mind azért lett, hogy bételnék a Próféta mondása, ki iyg szólott:
Matt.21.5 | Mondjátok meg a Sion leányának: Ímé a te királyod jő néked alázatosan, szamár hátán ülvén és tereh alá szoktatott szamár vemhének hátán.
Matt.21.6 | Elmenének pedig az ő tanitványai, és úgy cselekedének a mint nékik parancsolta vala Jézus.
Matt.21.7 | És elhozák a szamárt és annak vemhét, és az ő felső ruháikat azokra teriték, és Jézust ültetik azokon felül.
Matt.21.8 | A több sokaság pedig ruháit az útra teriti vala: némellyek ágakat szegdelnek vala a fákról, és azokat hitik vala az útra.
Matt.21.9 | A melly serege pedig elől és hátul megyen, kiált vala mondván: Légy segitségül Isten a Dávid ifjának! Áldott legyen, a ki jött az Úrnak nevében! Légy segitségül Isten! ki vagy a magasságban.
Matt.21.10 | És mikor bément volna Jérusálembe meghábrorodék az egész város, ezt mondván: Kicosa ez?
Matt.21.11 | A sokaság pedig ezt mondja vala: Ez ama Jézus, a Názáretből Galila városából való Próféta.
Matt.21.12 | És béméne Jézus az Isten templomába, és kiüzé mind azokat, a kik árulnak és várásolnak vala a templomban; és a pénzváltóknak asztalaikat, és a galambárusoknak székeiket felforgatá.
Matt.21.13 | És monda nékik: Meg vagyon irva: Az én házam imádkozás házának mondatik; ti pedig azt latroknak barlanjokká tettétek.
Matt.21.14 | És mennének akkor ő hozzá vakok és sánták a templomben, és meggyógyitá azokat.
Matt.21.15 | Mikor látták volna pedig a Papifejedelmek és az Irástudók a csuda dolgokat, mellyeket cselekedett vala, és hallották vonla a gyermekeket kiáltani a templomban, és ezt mondani: Légy segitségül Isten a Dávid fijának! megharaguvának.
Matt.21.16 | És mondának néki: Hallod é a mit ezek mondanak? Jézus pedig monda nékik: Jól halom; soha nem olvastátok é ezt? A kicsin és acsecsszopó gyermekek szájok által végeztek el a dicséretet?
Matt.21.17 | És őket elhagyván, kiméne a városból Bethániába, s ott marada szálláson.
Matt.21.18 | Reggel pedig a városba bétérvén, megéhezék.
Matt.21.19 | És mikor látott volna egy figefát az út mellett, oda méne a fához, és nem talála semmit azon, hanem csak leveleit; és monda annak: Soha örökké te rajtad ezután gyümölcs ne teremjen: És azonnal megszárada a figefa.
Matt.21.20 | Mikor azért ezt látták volna a tanitványok, elcsudálkozának, mondván: Mimódon mindjárt megszárada a figega?
Matt.21.21 | Felelvén pedig Jézus, monda nékik: Bizony mondom néktek, hogy ha hitetek lejénd, és nem kételkedtek, nem csak illyen dolgot cselekesztek a minémü esett e figefán; hanem ha ezt mondjátok imez hegynek: Kelj fel, és szökjél a tengerbe: meglészen.
Matt.21.22 | És valamit kéréndetek könyörgéstekben, ha hiéndetek, elveszitek.
Matt.21.23 | És mikor ment volna a templomba, a Papifejedelmek és a népnek Vénei hozzá menének, mikor tanitana, és mondának: Micsoda méltósággal cselekeszek ezeket s ki adt néked e méltóságot?
Matt.21.24 | Felelvén pedig Jézus, monda nékik: Én is kérdelek titeket egy dologra, mellyre ha megfeleltek nékem, én is megmondom néktek, micsoda méltósággal cselekeszem ezeket.
Matt.21.25 | A János keresztsége honnét vala, mennyből é vagy emberektől? Amazok pedig magokban illyen módon okoskodnak vala: Ha azt mondjuk hogy mennyből volt, azonnal ezt mondja nékünk: Miért nem hittetek tehát néki?
Matt.21.26 | Ha peig ezt mondjuk, hogy emberektől volt: félünk a községtől; mert Jánost mindnyájan ugy tartják mint Prófétát.
Matt.21.27 | És felelvén Jézusnak, mondának: Nem tudjuk. Monda néki Jézus is: Én sem mondom meg néktek micsoda méltósággal cselekeszem ezeket.
Matt.21.28 | Mint tetszik pedig néktek: Egy embernek vala két fija; és járulván az egyikhez, monda: Eredj el fijam, munkálkodjál ma az én szőlőmben.
Matt.21.29 | És az felelvén monda: Nem megyek: de azután meggondolván magát, elméne.
Matt.21.30 | És a másikhoz járulván, hasonlóképen szóla; és azt felelvén, monda: Én elmegyek Uram! de nem méne el.
Matt.21.31 | E kettő közzűl mellyik cselekedte az attyának akaratját? Mondának néki: Az első. Monda Jézus nékik: Bizony mondom néktek, a fukarok és a parázna asszonyok elővésznek titeket az Istennek országában:
Matt.21.32 | Mert eljött hozzátok Keresztelő János, az igazságnak úta, és hivétek néki: a fukarok és a paráznák hivének néki: Ti pedig, kik ezt láttátok, nem tértetek meg azután, hogy néki hinnétek.
Matt.21.33 | Halljatok más példabeszédet: Vala egy gazda ember, ki plántála szőlőt, és azt gyepüvel körülvevé és abban emele sajtót és épite tornyot, és azt munkásokra bizván, ő maga messze földe méne.
Matt.21.34 | És mikor a gyümölcsérésnek ideje eljött volna, elküldé az ő szolgáit a munkásokhoz, hogy a szőlőnek gyümölcsében hoznának;
Matt.21.35 | A munkások pedig megfogván az ő szolgáit, némellyet azokban megverének, némellyet megölének, némellyet pedig megkövezének.
Matt.21.36 | Ismét más rendbeli szolgákat bocsáta, többeket az előbbieknél, és azokkal is ugy cselekedék.
Matt.21.37 | Utólszor pedig elküldé a maga fiát, mondván: Megbecsülik az én fiamat.
Matt.21.38 | A munkások pedig látván a Gazdának fiját, mondának magok közt: Ez az örökös jertek öljük meg őtet, és foglaljuk el az ő örökségét.
Matt.21.39 | És megfogván azt, kiveték a szőlőből, és megölék őtet.
Matt.21.40 | Mikor azért megjövénd a szőlőnek Ura, valyon mit cselekeszik azokkal a szölőnek munkásival?
Matt.21.41 | És mondának néki: A gonoszokat gonoszul elveszti, az ő szőlőjét pedig más rendbeli munkásoknak adja, kik a szőlőnek gyümölcsét béadják, mikor alkalmatos ideje lészen.
Matt.21.42 | Monda nékik Jézus: Soha nem olvastátok é az Irásokban: A melly követ az épitők megvetettek, az lett a szegeletnek feje. Az Úrtól lett ez, és csudálatos dolgo mi előttünk?
Matt.21.43 | Annakokáért mondom néktek, hogy elvétetik tőletek az Istennek országa, és adatik a Pogánynépnek, hogy annak gyümölcsét teremje.
Matt.21.44 | És a ki esik erre a kőre, megromol; a kire pedig felül eséndik, elrontja azt.
Matt.21.45 | És mikor hallották volna a Papifejedelmek és Farizeusok az ő példabeszédit, megérték hogy ő rólok mondotta volna;
Matt.21.46 | És mikor akarnak őtet megfogni, megfélemlének a községtől: mert ugy tartják vala őtet, mint a Prófétát.

Matt.22.1 | És felelvén Jézus, ismét szóla nékik példabeszédek által, mondván:
Matt.22.2 | Hasonlatos a mennyeknek országa a Királyhoz; ki az ő fijának mennyegzői lakodalmat szerze.
Matt.22.3 | És elküldé az ő szolgáit, hogy elhivnák azokat, kik a lakodalomba hivatalosok valának; de nem akarának eljőni.
Matt.22.4 | Ismét elkülde más szolgákat, mondván: Mondjátok meg a hivatalosoknak: Ímé az én ebédemet elkészitettem, az én tulkaim és madaraim megöleettettek, és mindenek készek; jertek el lakodalomba.
Matt.22.5 | Amazok pedig magokat vonogatván, némelly közzűlök az ő jószágába méne, némelly az ő kereskedésére;
Matt.22.6 | A többi pedig megfogván az ő szolgáit, bosszúsággal illeték és megölék őket.
Matt.22.7 | A Király pedig mikor ezt hallotta volna, megharaguvék, és az ő hadát elküldvén, elveszté a gyilkosokat, és azoknak városokat felgyujtá.
Matt.22.8 | Akkor monda az ő szolgáinak: A lakodalom ugyan megkészittetett; de a kik hivatalosok valának, nem voltak méltók.
Matt.22.9 | Menjetek el azért az utaknak fejeire: és valakiket találtok, hivjátok bé a lakodalomba.
Matt.22.10 | És kimenvén a szolgák az útakra mindeneket bégyüjtének, valakiket találának, jókat és gonoszokat elegy, és bételék a lakodalmas ház vendégekkel.
Matt.22.11 | És bémenvén a Király, hogy megtekintené a vendégeket, láta ott egy embert, kinek nem vala menyegzői ruhája.
Matt.22.12 | És monda néki: Barátom! mimódon jöttél ide, holott nincsen menyegzői ruhád? és az megnémüla.
Matt.22.13 | Akkor monda a Király a szolgáknak: Ennek kezeit és lábait megkötözvén, vigyétek el innen, és vessétek a külső setétségre; ott lészen sirás és fogoknak csikorgatások.
Matt.22.14 | Mert sokan vagynak a hivatalosok de kevesen a választottak.
Matt.22.15 | Akkor a Farizeusok elmenvén, tanácsot tartának, hogy megfognák őtet az ő beszédében.
Matt.22.16 | Azért küldék ő hozzá az ő tanitványikat a Héródes szolgáival, kik igy szólának: Mester! tudjuk hogy te igaz vagy, és az Istennek útát igazán tanitod, és hogy senkivel nem gondolsz, mivelhogy az embereknek személyekre nem nézsz.
Matt.22.17 | Mond meg azért nékünk mint tetszik néked: Kell é a Császárnak adót fizetnünk, vagy nem?
Matt.22.18 | És megesmérvén Jézus az ő álnokságokat, monda: Mit kisértgettek engemet, képmutatók?
Matt.22.19 | Mutassatok nékem egy adópénzt. És ők mutatának néki egy pénzt.
Matt.22.20 | És monda nékik: Kié ez a kép, és a felibe való irás?
Matt.22.21 | Mondának néki: A Császáré. Akkor monda nékik: Adjátok meg azért, a mi a Császáré, a Császárnak, és a mi Istené, Istennek.
Matt.22.22 | Mikor azért ezt hallották volna, elcsudálkozának: és elhagyván őtet, elmenének.
Matt.22.23 | Ugyanazon a napon menének ő hozzá a Sadduczeusok, kik a feltámadást tagadják és kérdést tőnek néki.
Matt.22.24 | Ezt mondván: Mester! Mózes ezt parancsolta: Hogyha valaki meghalánd magzatok nélkül, annak attyafia elvegye az ő feleségét mint sógorasszonyt és az ő megholt attyafiának magot támasszon.
Matt.22.25 | Voltak pedig mi nálunk hét atyafiak; és az első feleségét vévén magának, meghala; és mivelhogy nem valának magzatai, az ő feleségét hagyta az ő attyafiára.
Matt.22.26 | Hasonlóképen a második és harmadik is, mind hetediglen.
Matt.22.27 | Utolszor pedig az asszony is meghala.
Matt.22.28 | A feltámadásnak idején azért mellyiké lészen az asszony? mert az, mind a hétnek felesége volt.
Matt.22.29 | És felelvén Jézus, monda nékik: Tévelygetek, mivelhogy nem tudjátok az Irásokat, sem az Istennek hatalmát:
Matt.22.30 | Mert a feltámadásnak idején feleséget nem vésznek, sem házaságra nem adatnak, hanem ollyanok lésznek mint az Istennek Angyalai mennyben.
Matt.22.31 | A halottaknak feltámadások felől pedig nem olvastátok é a mit Isten mondott néktek, illyen módon:
Matt.22.32 | Én vagyok Ábrahámnak Istenek, és Izsáknak Istene, és Jákóbnak Istene: Az Isten pedig nem holtaknak, hanem élőknek Istene.
Matt.22.33 | És mikor ezt hallotta volna a sokaság, elcsudálkozk az ő tudományán.
Matt.22.34 | A Farizeusok pedig, mikor hallották vona, hogy Jézus bédugta volna szájokat a Sadduczeusoknak, egybegyülének.
Matt.22.35 | És megkérdé őtet ő közzűlök egy Törvénytudó, kisértvén őtet, és mondván:
Matt.22.36 | Mester! mellyik a nagy parancsolat a törvényben?
Matt.22.37 | Jézus pedig monda néki: Szeressed a te Uradat Istenedet teljes szivedből, teljes lelkedből, és teljes elméldből.
Matt.22.38 | Ez az első és nagy parancsolat:
Matt.22.39 | A második pedig hasonlatos ehez: Szeressed felebarátodat, mint te magadat.
Matt.22.40 | E két parancsolatoktól függ az egész törvény és a Próféták irások.
Matt.22.41 | Mikor pedig a Farizeusok egybegyültek volna, kérdé őket Jézus.
Matt.22.42 | Ezt mondván: Mi tetszik néktek ama Krisztus felől, ki fija? Mondának néki: Dávidé.
Matt.22.43 | Monda nékik Jézus: Mint vagyon tehát, hogy Dávid a Szent Lélek által őtet Urának hivja, ezt mondván:
Matt.22.44 | Monda az Úr az én Uramnak: ülj az én jobbkezem felől, miglen vetem a te ellenségidet a te lábaid alá zsámolyúl.
Matt.22.45 | Ha azért Dávid nevezi őtet Urának, mimódon fija?
Matt.22.46 | És senki semit nem felelhet vala néki, sem pedig az naptól fogva senki őtet többé semiről nem meré megkérdeni.

Matt.23.1 | Akkor Jézus szóla a sokaságnak, és az ő tanitványinak.
Matt.23.2 | Mondván: A Mózes székiben ülnek az Irástudók és a Farizeusok.
Matt.23.3 | Mindeneket azért, mellyeket néktek parancsolnak, hogy megtartsátok, megtartsátok és megcselekedjétek: de az ő cselekedeteik szerint ne cselekedjetek: mert ők mondják, de nem tartják meg.
Matt.23.4 | Mert ők nehéz és elhordozhatatlan terheket kötöznek egybe, és azokat vetik az embereknek hátokra; de ők azokat csak ujjokkal sem akarják illetni.
Matt.23.5 | Minden ő cselekedeteiket pedig csak azért cselekeszik, hogy az emberektől láttassanak: mert megszélesitik az ő homlokokon való filaktériumokat, és köntösöknek prémjeit meghosszabbitják.
Matt.23.6 | És a lakodalomban a fő helet szeretik, és a gyülekezetekben az előlülést.
Matt.23.7 | És a piaczokon vaó köszöntéseket, és hogy az emberek igy nevezzék: Mester, Mester!
Matt.23.8 | Ti pedig ne hivattassatok Mesternek: mert egy a ti Mesteretek, a Krisztus; ti pedig mindnyájan atyafiak vagytok.
Matt.23.9 | És senkit e földön atyátonak ne nevezzetek: mert egy a ti Atyátok, a ki mennyben vagyon.
Matt.23.10 | Ne hjivattassatok Doktoroknak is: mert egy a ti Doktorotok a Krisztus.
Matt.23.11 | Hanem a ki köztetetk legnagyobb, legyen ti szolgátok.
Matt.23.12 | Valaki pedig magát felmagasztalja, megaláztatik: és a ki magát megalázza, felmagasztaltatik.
Matt.23.13 | De jaj néktek képmutató Irástudók és Farizeusok: mert a mennyeknek országát bézárjátok az emberek előtt; mert ti nem mentek bé, és a kik bé akarnak menni, azokat is nem bocsátjátok.
Matt.23.14 | Jaj néktek képmutató Irástudók és Farizeusok: mert a szegény özvegyeknek házokat megemésztitek hosszú könyörgésnek szine alatt, annakokáért sulyosabb lészen a ti büntetéstek.
Matt.23.15 | Jaj néktek képmutató Irástudók és Farizeusok: mert mind a tengert, mind a földet elkerülitek, hogy Pogányokból Zsidót tégyetek, és mikor Zsidóvá lejénd, azt a gyehenának fijává tészitek, kétszerte inkább hogynem mint ti volnátok.
Matt.23.16 | Jaj néktek vak vezérek: kik ezt mondjátok: Valaki esküszik a templomra, semmi az; valaki pedig esküszik a templomnak aranyára, bünös az.
Matt.23.17 | Bolondok és vakok: mert mellyik nagyobb, az arany é vagy a templom, melly szenté teszi az aranyat?
Matt.23.18 | És valaki esküszik az oltárra semmi az; de valaki esküszik az oltárra tett ajándékra, bünös az.
Matt.23.19 | Bolondok és vakok: mert mellyik nagyobb, az ajándék é vagy az oltár, melly megszenteli az ajándékot?
Matt.23.20 | A ki azért esküszik az oltárra, ara is esküszik, és mind azokra, mellyek az oltáron vagynak.
Matt.23.21 | És a ki esküszik a templomra, mind arra esküszik, mind pedig arra, a ki a templomban lakozik.
Matt.23.22 | És a ki esküszik az égre, esküszik az Istennek királysiszékire, és arra a ki abban ül.
Matt.23.23 | Jaj néktek képmutató Irástudók és Farizeusok: mert megdézmáljátok a méntát, a kaprot, a köményt, és elhagyjátok, a mi a törvényben fő dolgog volna, az itéletet, az irgalmasságot és a tökéletességet, ezeket kellene cselekedni, amazokat is el nem kellene hagyni.
Matt.23.24 | Vak vezérek, kik megszüritek a szunyogot, a tevét pedig elnyelitek.
Matt.23.25 | Jaj néktek képmutató Irástudók és Farizeusok: mert megtisztitjátok a pohárnak és a tálnak külső részét, belől pedig azok rakvák ragadománnyal és mértékletlenséggel.
Matt.23.26 | Vak Farizeé, tisztitsd meg először a mi belől vagyon a pohárban és a tálban, hogy a mi kivül vagyon az is tiszta legyen.
Matt.23.27 | Jaj néktek képmutató Irástudók és Farizeusok: mert szinte hasonlatosok vagytok a megfejérittetett koporsókhoz, mellyek kivűl ugyan szépeknek tetszenek; belől pedig rakvák holtaknak tetemeivel, és minden undoksággal.
Matt.23.28 | Ezenképen ti is kivül ugyan láttatok az emberekenk igazaknak: de belől rakvák vagytok képmutatással és minden Isten törvénye ellen való bünnel.
Matt.23.29 | Jaj néktek képmutató Irástudók és Farizeusok: mivelhogy épititek a Prófétáknak koporsóikat, és az igazaknak temetések helyét ékesgetitek.
Matt.23.30 | És ezt mondjátok: Ha mi atyáinknak idejekben éltünk volna, nem lettünk volna nékik társaik a Prófétáknak öletésekben.
Matt.23.31 | Azért ti magatok ellen bizonyságot tésztek, hogy ti fijai vagytok azoknak, kik megölték a Prófétákat.
Matt.23.32 | Ti is töltsétek bé a ti atyáitoknak mértékeket.
Matt.23.33 | Kigyók, mérges kigyóknak nemzetségei, mimódon távozhatjátok el a gyehennának büntetését?
