Lev.1.1 | Szólítá az Úr Mózest, és beszéle ő vele a gyülekezet sátorából, ezt mondván:
Lev.18.16 | A te bátyád feleségének szemérmét fel ne fedezzed, mert a te bátyád szemérme az.
Lev.18.17 | Az asszonynak, a ki te feleséged, és az ő leányának szemérmét fel nem fedezzed, annak fijának leányát, vagy leányának leányát el ne vegyed, hogy annak szemérmét felfedezzed: mert annak közel való rokonai, nagy bűn az.
Lev.18.18 | Feleségűl ne végy valamelly asszony hugával egyetembe, hogy amaszt keserűséggel ne illessed, felfedezvén ennek szemérmét, amannak életében.
Lev.18.19 | Az asszonyhoz ne közelgess, mikor az ő tisztátalanságában vagyon, hogy az ő szemérmét felfedeznéd.
Lev.18.20 | A te felabarátodnak feleségével ne hálj, hogy vele való egyesüléseddel meg ne fertéztessed magadat.
Lev.18.21 | A te magzatidaban ne adj egyet is hogy a Molok bálványának megégettessék hogy a te Istenednek nevét meg ne fertéztessed. Én vagyok az Úr.
Lev.18.22 | Férjfiúval ne egyesülj úgy mint az asszonnyal : mert utálatosság az.
Lev.18.23 | Semmi oktalan állattal ne egyesülj, hogy magadat azzal megfertéztesd : az asszony is semmi barommal ne közösüljön : mert utálatosság az.
Lev.18.24 | Ezek közzűl eggyel is magatokat meg ne fertéztessétek: mert mind ezekkel fertéztették meg magokat a Pogányok, mellyeket én előttetek kiűzök.
Lev.18.25 | Kik miatt a föld megfertéztetett, és azt megbüntetem az ő gonoszságokért, hogy a föld az ő lakosait kiokádja.
Lev.18.26 | Őrizzétek meg azért ti az én rendelésimet és az én ítéletimet, és ez utláatosságok közzűl egyet is ne cselekedjetek, se lakosok, se az idegenek, kik kőzöttetek lakoznak.
Lev.18.27 | (Mert mind ezeket az utálatosságokat cselekedték a földnek lakosai, melly föld előttetek vagyon, annakokáért fertelmes volt az a föld.)
Lev.18.28 | Hogy azon föld ki én okádjon titeket, ha megfertéztetiket azt, miképen kiokádta anépet, melly előttetek vagyon.
Lev.18.29 | Mert valaki ez utálatosságoknak valamellyikét cselekeszi, kigyomláltatnak az emberek a nép közzűl, a kik azt cselekedéndik.
Lev.18.30 | Őrízzétek meg azért az én parancsolatimat, hogy ez utálatos szerzésekben, mellyeket ti előttetek cselekedtek, egyet se cselekedjetek: és magatokat azokkal meg ne fertéztessétek. Én vagyok a ti Uratok Istentek.

Lev.19.1 | Szóla ismét az Úr Mózesnek, mondván:
Lev.19.2 | Szólj az Izráel fijai gyülekezetének, és mond meg nékik: Szentek legyetek, mert én szent vagyok. Én vagyok a ti Uratok Istentek.
Lev.19.3 | Az ő annyát és attyát minden ember tisztelje és az én szombatimat tartsátok meg. Én vagyok a ti Uratok Istentek.
Lev.19.4 | Ne hajoljatok a bálványokhoz, és ne csináljatok magatoknak öntött Isteneket. Én vagyok a ti Uratok Istentek.
Lev.19.5 | Mikor pedig áldoztok az Úrnak hálaadásnak áldozatjával, szabad akaratotok szerint áldozzátok azt.
Lev.19.6 | A melly napon pedig áldozzátok, az napon és másodnapon egyétek meg? a mi pedig harmadnapra marad benne. tűzzel égessétek meg.
Lev.19.7 | Ha valamit abban harmadnapon esznek meg, utálatos az, nem lészen kedves.
Lev.19.8 | Azért a kik azt harmadnapon eszik, megbüntettenek: mért az Úrnak szenteltettet állatot megfertéztették, és az ollyan ember kigyomláltatik az ő népe közzűl.
Lev.19.9 | Mikot a te földednek veteményét megaratod, ne arasd le mindenestől fogva a te gabonádnak szélét, és az elhullott gabonaszemeket fel ne szedjed.
Lev.19.10 | Hasonlóképen szőlődben az elmaradt szőlőgerezdések ne keresd fel, és az elhullott szőlőszemeket ne szedd fel, a szegénynek és a jövevénynek hagyjad azokat. Én vagyok a ti Uratok Istentek.
Lev.19.11 | Ne orozzatok, se hazudjatok, és senki álnoksággal ne cselekedjék felebarátja ellen.
Lev.19.12 | Ne esküdjetek az én nevemre hamisan: mert megfertézteted a te Istenednek nevét. Én vagyok az Úr.
Lev.19.13 | A te felebarátodat meg ne csaljad, se hatalmasul valamit el ne végy tőle. Ne maradjon a te béresed szolgálatjának jutalma nálad reggelig.
Lev.19.14 | Ne mondj gonoszt a siketnek és a vak eleibe ne vess botránkozást: hanem félj a te Istenedtől. Én vagyok az Úr.
Lev.19.15 | Ne cselekedjél hamisságot semmi ítéletedben, ne nézzes a szegénynek személyét, és a hatalmast is személy válogatással ne becsüljed; igazat ítélj a te felebarátodnak.
Lev.19.16 | Ne járj álnoksággal és hízelkedéssel a te néped között; a te felebarátodnak vére ellen fel ne állj. Én vagyok az Úr.
Lev.19.17 | Ne gyűlöld a te atyátfiát szívedben. Megfeddjed bátorsággal a te felebarátodat, és el ne tűrjed őbenne a bűnt.
Lev.19.18 | Bosszúálló ne légy és haragot ne tarts a te néped ellen, hanem szeressed felebarátodat mint magadat. Én vagyok az Úr.
Lev.19.19 | Az én rendelésimet megtartsátok: A te barmaidnak kétféle nemét ne engedjed egymással közösülni. Ugyanazon egy földbe ne vess kétféle magot: és különböző ruhának nemébe, melly gyapjúból és lenből szövetett volna, ne öltözzél.
Lev.19.20 | Mikor valaki valamelly asszonnyal hálánd és vele közösűl, és az rableányzó léjend, melly mindenek előtt elvettetett és soha meg nem váltatik, sem pedig szabadsággal meg nem ajándékoztatik: mindketten megostoroztassanak, d meg ne ölettessenek; mert az asszony nem volt szabados.
Lev.19.21 | A férjfiú pedig vigyen az ő bűnéért való áldozatot az Úrnak egy kost, a gyülekezet sátorának ajtaja eleibe.
Lev.19.22 | És a pap tisztítsa meg azt a bűnéért való áldozat által az Úr előtt, a bűnből mellyet cslekedett: és megbocsáttatik néki a bűn mellyet cselekedett.
Lev.19.23 | Mikor pedig bémenéndetek a földre és mindenféle gyümölcs termő fát plántálándotok, annak bőrét, azaz gyümölcsét, körülmetéljétek: három esztendeig legyen körülmetéletlen: semmit abban meg ne egyetek.
Lev.19.24 | Negyedik esztendőben pedig annak minden gyümölcse az Úrnask szenteltessék hálaadásnak okáért.
Lev.19.25 | (Ötödik esztendőben pedig annak minden gyümölcsét) hogy annak termését méktek megszaporítsa. Én vagyok a ti Uratok Istentek.
Lev.19.26 | Semmi állatot meg ne egyetek, mellynek vére ki nem ontatott: ne éljetek, valami állatokból való jövendőmondásokkal, és a napokban ne válogassatok
Lev.19.27 | A ti hajatokat fejeteken kerekdeden ne vegyétek; és a te szakálladat is ne beretváltasd el.
Lev.19.28 | A ti testeiteket a holt emberért meg ne metéljétek, meg se béllyegezzétek magatokat. Én vagyok az Úr.
Lev.19.29 | A te lányodat meg ne rontsad, másnak kiadván azt paráznaságra; hogy ne paráználkodjék a föld, és bételjék a föld gonoszsággal.
Lev.19.30 | Az én szombatimat megtartsátok: az én szent sátoromat becsületben tartsátok.Én vagyok az Úr.
Lev.19.31 | Ne menjetek a nézőkhöz, és ne tudakozzatok a jövendőmondóktól, hogy magatokat azzokal megfertéztesétek. Én vagyok a ti Uratok Istenetek.
Lev.19.32 | A vén ember előtt felkelj, és a vén embereknek orczáját megbecsüljed, és félj a te Istenedtől. Én vagyok az Úr.
Lev.19.33 | Hogyha jövevény ember bujdosik közöttetek a ti földetekbben, bosszúsággal azt ne illessétek.
Lev.19.34 | Mint szintén a lakos közzűletek, olylyan legyen közöttetek a jövevény, és szeresd azt mint magadat: mert jövevények voltatok Égyiptomnak földében. Én vagyok a ti Uratok Istenetek.
Lev.19.35 | Ne cselekedjetek hamisságot az ítéletben, földnek mérésében, fontban, singben.
Lev.19.36 | Igaz mérték, igazi font, igazi köböl, és igaz itcze (vagy pint) legyen közötetek. Én vagyok a ti Uratok Istenetek, ki Égyiptom földéből kihoztalak titeket.
Lev.19.37 | Tartsátok meg azért minden én rendeléseimet és minden én ítéletemet, és azokat cselekedjétek. Én vagyok az. Úr.

Lev.20.1 | Szóla ismét az Úr Mózesnek, mondván:
Lev.20.2 | Az Izráel fijainak mond meg: Valaki az Izráel fijai közzül vagy a jövevény nemzetség közül, melly az Izráeliták között lakozik, adand az ő magzati közül a Molok bálványnak; megöletessék a földnek népe kövekkel verje agyon.
Lev.20.3 | Én is ollyan emberre kiontom az én haragomat, és kigyomlálom azt az ő népe közzül, mivelhogy az ő magzatiban adott a Moloknak, hogy megfertéztetné az én szentséges sátoromat, és megfertéztetné az én szent nevemet is.
Lev.20.4 | Hogyha pedig annak a földnek népe kedvezénd annak az embernek, ki az ő magzaatai közzül adott a Moloknak, és azt meg nem öléndi:
Lev.20.5 | Akkor az én haragomat kiobntom arra az emberre, és annak háznépére, és elvesztem azt az ő népe közzül, és mindazokat a kik ő utánna paráználkodnak, hogy a Molok bálvánnyal paráználkodjanak
Lev.20.6 | Valamelly ember pedig a nézőkhöz megyen, és a jövendőmondókhoz, hogy azokat követvén paráználkodjék: annak az embernek ellene kiontom az én haragomat, és eltörlöm azt az ő népe közzül.
Lev.20.7 | Szenteljétek meg azért megatokat, éslegyetek szentek: mert én ti Uratok Isten vagyok.
Lev.20.8 | És tartsátok meg az én rendeléseimet és azokat cselekedjétek. Én vagyok az Úr, ti megszentelőtök.
Lev.20.9 | Mertvalaki gonoszt mondánt az ő attyának vagy annyának, megölelttessék mivelhogy attyának gonoszt mondott, az ő halálának ő az oka.
Lev.20.10 | Azonképen a ki megfertézteti a más feleségét, mivelhogy az ő felebarátjának feleségétmegfertézteti: megölelttessék mind a két parzána, a férjfiú és az asszony.
Lev.20.11 | Aki az ő attya feleségével hálánd, és az ő attyának szemérmét felfedezéndi: megölelttessenek; az ő haláloknak oka ő magokban van.
Lev.20.12 | A képena ki hálánd az ő menyével, mindketten megölettessenek: mert nagy gonoszságott cselekedtek; az ő halálonak oka ő magokban vagyon.
Lev.20.13 | Viszontaga ki férfijúval hál, mint egy asszonnyal; mindketten nagy fertelmességet cselekedtek, megölelttessenek: az ő haláloknak oka ő magokban vagyon.
Lev.20.14 | Aki feleségül vejéjnd valamellyasszyonyt az ő anyával egybe, nagy bűn az; tűzzel égessék meg azokat, hogy ne legyen ti közöttetek illyen nagy gonoszság.
Lev.20.15 | Ismét: a ki barommal közösül, megölettessék az, ZT Brmot is pedig megöljétek.
Lev.20.16 | Valamelly asszony pedig valamelly baromhoz megyen, hogy azzal közösüljön, megöld mind az asszonyot, mind a barmot: minden okvetetlen megölettessenek; az ő haláloknak oka magokban vagyon.
Lev.20.17 | Valaki pedig feleségűl vejéndi az ő hugát, az ő attyának leányát, és egymásnak szemérmeket látándják, nagy gyalázat az: annak okáért megölettessenek az ő népének láttára; az ő népének láttára; az ő hugának szemérmét fedezte fel, azért az ő bűnének büntetését hordozza.
Lev.20.18 | Valaki hálnád asszonnyal az ő vére folyásánakidején, és felfedezvénannak szemérmét fel ne fedezzd: ezek mindketten megölettesenek az ő népek közzűl.
Lev.20.19 | Viszontag a te annyádhugának vagy atyád hugának szemérmét fel ne fedezzd: mivelhogy az ő test szerint való rokonságnak mezítlenségét fedezte fel, az ő bünöknekterhét hordozzák.
Lev.20.20 | Valaki az ő attya báttyának feleségévelhálánd, az ő attya báttyának szemérmét fedezte fel, az ő bünöknek terhét hordozzák, magzatok nélkűl meghajlanak.
Lev.20.21 | Valaki az ő báttyánakfeleségét elvejéndi, utálatos dolog az az ő báttyának szemérmét fedezte fel, magzatok nélkül meghajlanak.
Lev.20.22 | Őrizzétek meg mindenrendeléseimet, és minden ítéleteimet, és azokat cselekedjétek, hogy ki ne okádjon titeket az a föld, melybe én viszlek, hogy ott lakjatok.
Lev.20.23 | És ne járjatok annak a népnek rendelésében, mellyet én ti előttetek kiüzök: mert mind ezeket cselekedték, és azért utáltam meg őket.
Lev.20.24 | Néktek pedig mondom: Ti örököségűl bírjátok az ő földeket: mert én néktek adom azt, hogy örökségül bírjátok azt, a téjjel mézzel folyó földet. Én vagyok a ti Úratok Istenetek, ki titeket egyéb népektől elválasztottalak.
Lev.20.25 | Ti azért választést tegyetek a tiszta éstisztátlan oktalan állat között, és ne fertéztessétek meg magatokat tisztátlan vaddal vagy madárral, vagy földön csúszómászó állattal, mellyektől megtiltottalak, mint fertelmes állatoktól.
Lev.20.26 | És legyetek szentek: mert én Jehovaszent vagyok, ki elválasztottalak titeket egyéb nemzetiségtől, hogy enyimek legyetek.
Lev.20.27 | Akárférjfiú, akár asszony legyen, lelke lejénd: megölettessenek minden okvetlen, kövekkel verjétek azokat agyon; az ő haláloknak ő magok az okai.

Lev.21.1 | És monda az Úr Mózesnek: Szólj a Papoknak az Áron fijainak, és mond meg nékik: Senki ti közzűletek meg ne fertéztessemagáthalottal az ő népe között.
Lev.21.2 | Hanem a ki őnéki közel való rokonsága volna, mint annya, attya, fijai, leánya, báttya.
Lev.21.3 | Vagy ő hozzá közel való rokona, mint hajadon huga, melly még nem adatott férjnek, azoknak holttestekhez elmehet és temetéseken ott lehet.
Lev.21.4 | Sőt még az ő népének Fejedelmének holttestével is ne fertéztesse magát, hogy fertelmes legyen.
Lev.21.5 | Aző fejeken kopaszságot ne csináljanak, az ő szakállokat is ne beretváljákel, és az ő testeken semmi bélyeget ne szerezzenek.
Lev.21.6 | Nagy szentséggel szolgáljanak az ő Istenének nevét meg ne fertéztessék: mert az Úrnak tűzzel megemésztendő áldozatját, és az ő Istenének kenyerét ök áldozzák: azért szentek legyenek.
Lev.21.7 | Parázna és megszeplősíttetett aszzonyt ne vegyenek feleségűl, se pedig az ő férjétől megvettetett asszonyt: mert a Papok az ő Istenek szolgálatjára szenteltettek.
Lev.21.8 | Te és én népem szentnek tartsad őtet: mert a te Istenednek kenyerét áldozza: szent legyen azért te előtted; mert szent vagyok én. Én vagyok az Úr a ti megszentelőtök.
Lev.21.9 | A Papnak leánya mikor magát megfertéztet paráznassággal, az ő attyát fertézteti meg, azért tűzzel égettessék meg.
Lev.21.10 | A Pap pedig ki, az ő attyafiai között fő, a kinek fejére töltötték a kentnek olaját, és a kinek szolgálatja megszenteltetett a szent ruhának felöltözésére; és ruháit meg ne szaggassa.
Lev.21.11 | És semmi embernek holtestéhez ne menjen; se attyának, se annyának holtestével meg ne fertéztesse magát.
Lev.21.12 | A szenthelyből ki ne menjen, hogy meg ne fertéztesse az ő Istenének szenthelyét: mert a szent korona, és az ő Istene kenetének olaja ő rajta vagyon.Én vagyok az Úr.
Lev.21.13 | Szűzetvegyen magának feleségűl.
Lev.21.14 | Özvegyet, mástól megvettetett tisztátlan paráznát ne vegyen, hanem szűzet vegyen feleségűl az ő népe közzűl.
Lev.21.15 | Meg ne fertéztesse az ő magzatját az ő népe között a tisztátlan feleséggel; mert én Úr vagyok az ő megszentelője.
Lev.21.16 | Szóla ismét az Úr Mózesnek, mondván:
Lev.21.17 | Szólj Áronnak, ezt mondván: Ha valakinek a te magod közzül, az ő nemzetségekben valami fogyatkozása léjend ne áldozza az ő Istenének kenyerét:
Lev.21.18 | Mert egy férjfiúnak is nem kell oda járulni, a kiben valami fogyatkoz; vagy vak, vagy sánta, vagy csonka, vagy éktelen tagú léjend.
Lev.21.19 | Vagy a kinek lába, vagy keze megszegett.
Lev.21.20 | Vagy görbe, vagy törpe, vagy szeme fájó, vagy a kin léjend var, vagy viszketeg, vagy a ki megszakadott.
Lev.21.21 | Valamelly férjfiúnak az Áron Pap magva közzül léjend valami fogyatkozás testében, ne menjen fel az oltárhoz, hogy tűzzel megemésztendő áldozatokat áldozzék az Úrnak: fogyatkozás vagyon az ő testében, ne közelgessen azért az oltárhoz, hogy az ő Istenének kenyerét megáldozná.
Lev.21.22 | Az ő Istenének legszentségesebb áldozatjának kenyerében, és az Istennek szenteltettekben ehetik:
Lev.21.23 | De a superlát felé ne menjen és az oltárhoz ne közelgessen: mert testében való fogyatkozása van, hogy meg ne fertéztesse az én szenthelyeimet: Én vagyok az Úr ő megszentelőjök.
Lev.21.24 | Mind ezeket azért megmondá Mózesnek, Áronnak és az ő fijainak és mind az Izráel fijainak.

Lev.22.1 | Szóla ismét az Úr Mózesnek, és monda:
Lev.22.2 | Szólj Áronnak és az ő fijainak, hogy tartoztassák meg magokat azoktól, mellyeket az Izráel fijai áldoznak, hogy meg ne fertéztessék az én szent nevemet azokban, a mellyeket nékem szentelnek. Én vagyok az Úr,
Lev.22.3 | Mond meg nékik: Valaki a ti magotok közzül, a ti utánnatok valók közzól is járulánd azokhoz, a mellyeket az Izráeé fijai szenteltek az Úrnak, mikor az ő tisztátalansága ő rajta vagyon, kigyomláltatik az én előlem. Én vagyok az Úr.
Lev.22.4 | alaki az Áron fijai közül bélpoklos, vagy kinek az ő férjfiúi magva elfoly, a szent állatokban ne egyék, mígnem megtisztúl. Azonképen a ki halott miatt megfertéztetett embert illet, vagy ollyat a kinek férjfiúi magva elfoly.
Lev.22.5 | Vagy a ki illeténd valami férget, melly által megfertelmesűl, vagy valamelly embert, mellytől megfertelmesűl az ember, annak minden tisztátlansága szerint.
Lev.22.6 | Valaki valami e félét illeténd, tisztátlan lészen estvéig: és ne egyék a szent állatokban, hanemha megbocsándja először az ő testét vízzel.
Lev.22.7 | Minekutánna a nap lemegyen, tiszta lészen és azután ehetik a szent állatokban: mert ő eledele az.
Lev.22.8 | Holtálattot, vagy vadtól szaggadttatott állattot ne egyék meg, hogy megfertéztessék azzal. Én vagyok az Úr.
Lev.22.9 | Hanem az én rendeléseimet őrizzék meg, hogy meg ne büntettessenek az ő bűnökért, és meghajlanak, mivelhogy megrontották azt. Én vagyok az Úr, ki őket megszentelem.
Lev.22.10 | Senki ne egyen a szent állatokban valakinem a Papinemből való: a Papnak zsellére és bérese is ne egyék a szent állatban.
Lev.22.11 | Mikor pedig a Pap valakit pénzen vejénd, az ehetik a szent állatokban; azonképen háznál születtetett szolgálja: ezek ehetnek a szent eledelben.
Lev.22.12 | A Papnak leánya ha olyhoz megyen feleségűl, a ki nem lejénd a Papinemből, az is ne egyék a szentelt állatokban.
Lev.22.13 | A Papnak leánya pedig ha özvegy lejénd, vagy megvetik az ő férjétől, ha magzatja nincsen, és megtért az ő attyának házához, ehetik az ő attyának eledelében, mint leány korában, de egy idegen is ne egyék abban.
Lev.22.14 | Ha pedig valaki tudatlanságból ejéndik a szentelt állatban, annak ötödrészét tegye a megszentelttetett állathoz, és mind azzal egybe adja meg a Papnak.
Lev.22.15 | Hogy meg ne fertéztessék azokat, mellzeket az Izráel fijai szenteltek az Úrnak.
Lev.22.16 | És ne engedjék, hogy azok az ő bűnökbüntetését hordozzák, hogy ha a Papoknak rendelttetett szent állatokat megejéndik: mert én vagyok az Úr, ki őket megszenteltem.
Lev.22.17 | Szóla ismét az Úr Mózesnek, és monda:
Lev.22.18 | Szólj Áronnak, és az ő fijainak: és mind az Izráel fijainak, és mond meg nékik: Valaki az Izráel nemzetsége közzűl, vagy az Izráel népe között lakó jövevények közzűl akar áldozni, vagy az ő minden fogadása szerint vagy szabad akaratból, hogy az Úrnak tűzzel egészen megégetendő áldozattal áldozzék.
Lev.22.19 | Ha azt akarja, hogy kedves legyen és azzal megengeszteltessék az Isten: az ő öreg barmai, vagy bárányai, vagy kecskéi közzűl hímet és épet áldozzék.
Lev.22.20 | Valamellyben valami fogyatkozás vagyon, azt ne áldozzátok: mert nem volna ti érettetek kedves.
Lev.22.21 | Valamelly ember pedig háláadó-áldozattal akar áldozni az Úrnak, vagy hogy fogadásának tegyen eleget, vagy szabad akaratja szerint: ha az ő ökreiből, vagy juhaiból áldozik ép barommal, kedves lészen az Istennek: de semmi fogyastkozás ne legyen az áldozatra való baromban.
Lev.22.22 | Vakot, megromlottat, csonkát, dagadozott testűt, varast, fekélyest, rühest ne áldozzék az Úrnak, és tűzzel megemésztendő áldozatot ne szerezzetek ez illyekből az Úrnak.
Lev.22.23 | Ökröt, vagy juhot, fogyatkozott vagy alkalmatlan tagút a szabad akarat szerint való áldozatban megáldozhatod; de nem lészen kedves a fogadásból való áldozatban.
Lev.22.24 | Megromlott, megtörődött, megszakadott, megmetszetett barommal ne áldozzatok az Úrnak: ezt ne cselekedjétek a ti földetekben.
Lev.22.25 | Az idegen jövevény kezéből is ne áldozzátok a ti Istenteknek áldozatját ez illyenekből: mert fogyatkozás és szeplő vagyon bennek: nem lésznek kedvesek ti érettetek.
Lev.22.26 | Szóla ismét az Úr Mózesnek, mondván:
Lev.22.27 | A borjú, a bárány és a kecske, minekutánna elletik, legen azután az ő annya alatt hetednapig: nyolczadnaptól fogva és azután kedves lészen az Úrnak tűzzel megemésztendő áldozatjára.
Lev.22.28 | Akár tehér, akár juh lejénd, az ő fijával egybe meg ne öljétek áldozatra ugyanazon egy napon.
Lev.22.29 | Mikor pedig háláadánsak áldozatjával áldoztok az Úrnak, szabad akaratotok szerint áldozzatok.
Lev.22.30 | Azon napon megegyétek, semmit reggel abban ne hagyjatok. Én vagyok az Úr.
Lev.22.31 | Tartsátok meg azért az én parancsolatimat, és azoknak cselekedjétek. Én vagyok az Úr.
Lev.22.32 | És meg ne fertéztessétek az én szent nevemet, hanem inkább szenteltesem én az Izráel fijai között. Én vagyok az Úr ti megszentelőtök.
Lev.22.33 | Ki Égyiptomnak földéből kihoztalak titeket, hogy néktek Istentek lennék. Én vagyok az Úr.

Lev.23.1 | Szóla ismét az Úr Mózesnek: és monda:
Lev.23.2 | Szólj az Izráel fijainak, és mond meeg nékik: Az Innepek, mellyeket az Úrnak kell szentelnetek, mellyeken egybe kell gyűlnötök, hogy azokat megszenteljétek, ezek legyenek:
Lev.23.3 | Ha tnapon munkálkodjatok, hetedik napon nyugodalomnak és szent gyülésnek Szombatja legyen, semmi dolgot akkor ne tegyetek: Az Úrnak Szombatja legyen az minden ti lakhelyeitekben.
Lev.23.4 | Ezek pedig az Urnak innepei, a szent gyülekezetre való napok, mellyeket bizonyos időben kell megsztentelnetek.
Lev.23.5 | Minden első hónapban, annak a hónap tizennegyedik napján, a két estve között, az Úrnak Páskhája, a husvéti-bárány megételének innepe vagyon.
Lev.23.6 | Azon hónapnak tizenötödik napján az Úr kovásztalan kenyerének innepe vagyon, hét egész nap kovász nélkűl való kenyereket egyetek.
Lev.23.7 | Első napon szent gyüléstek legyen néktek, semmi rabota dolgot az napon ne tegyetek.
Lev.23.8 | Áldozzatok pedig a hét napon az Úrnak tűzzel emésztendő áldozatokat: A hetedik napon is szent gyülekezet legyen: semmi rabota dolgot az napon is ne tegyetek.
Lev.23.9 | Szóla ismét az Úr Mózesnek, és monda:
Lev.23.10 | Szólj az Izráel fijainak, és mond meg nékik. Mikor bémenéndetek a földre, mellyet én adok néktek, és megaratjátok annak véteményét, a ti aratástok szengéjének első kévéjét vigyétek a Papnak;
Lev.23.11 | És a gabonakévét vigye fel és mutogassa az Úr előtt, hogy kedves legyen ti érettetek, a Szombatnak második napján vigye fel azt a Pap.
Lev.23.12 | A melly napon pedig felviszitek a gabonakévét, hogy az Úr előtt mutogassátok: azon napon áldozzatok az Úrnak egészen megégetendő áldozatúűl esztendő sép bárányt.
Lev.23.13 | És Minhának vigyetek olajjal elegyíttetett egy Efa lisztnek két tizedét, tűzzel megemésztendő áldozatra az Úrnak, kedves illatra, és italiáldozatra egy Hín bornak negyedérészét.
Lev.23.14 | Új kenyeret pedig és pergelt búzafejeket vagy zsengét ne egyetek, mind a mai napig is, míg nem annak zsengéjéből áldoztok a ti Istenteknek, örökkévaló rendtartás szerint a ti utánnatok valók között, minden lakhelyeitekben.
Lev.23.15 | Annakutánna számláljatok ez innepnek utolsó napjától, melly napon a gabonakévét Isten előtt való mutogatásra felviszitek, hét egész hetet.
Lev.23.16 | A hetedik hétnek utolsó napjáig számlájatok ötven napokat, akkor az Úrnak új Minhával áldozzatok.
Lev.23.17 | A ti házaitokból hozzatok két kenyereket, az Isten előtt való mutogatásra, mellyek egy Efa zsemlyelisztnek két tizedéből sültek legyenek kovásszal, hogy az Úr ajándékának első zsnegéje legyen az.
Lev.23.18 | Azzal a kenyérrel pedig áldozzatok hét ép bárányokat, esztendősöket, egy gyermekded tulkot és két kost. Mellyek az Úrnak egészen megégetett áldozatai legyenek, eledeli és italiáldozatjokkal egbe, hogy megégettessenk jóillatő áldozatúl az Úrnak.
Lev.23.19 | Áldozzatok egy kecskebakot is a bűnért, és két bárányokat esztendősöket háláadó-áldozatúl.
Lev.23.20 | Mellyeket a Pap mind az új gabonából sült kenyérrel egybe, és a két báránnyal egybe, az Úr előtt megmutogasson: ezek az Úrnak szent áldozatai a Papéi legyenek.
Lev.23.21 | És az nap szent gyülekezetre való innepetek legyen néktek, semmi rabota dolgot ne tegyetek az napon, örök rendelés szerint minden lakhelyeitekben, a ti utánnatok valók között.
Lev.23.22 | Mikor pedig megaratjátok a ti földeteknek veteményét, a ti földeteknek széleit ne arassátok le mindenestől fogva, és a te gabonádnak elhullott fejeit fel ne szedjed: a szegénynek és a jövevénynek hagyjad azokat. Én vagyok a ti Uratok Istentek.
Lev.23.23 | Szóla ismét az Úr Mózesnek, és monda:
Lev.23.24 | Szólj az Izráel fijainak, ezt mondván: A hetedik hóban, a hónak első napja legyen innepetek néktek, trombiták zengésének emlékezetére, szentgyülekezet:
Lev.23.25 | Semmi rabota dolgot az napon ne tegyetek, hanem áldozzatok az Úrnak tűzzel megégetendő áldozatokat.
Lev.23.26 | Szóla ismét az Úr Mózesnek, és monda:
Lev.23.27 | E tetedik hónap tizedik napján tisztulásoknak innepe lészen, szent gyülekezetetek legyen néktek az napon, és magatokat sanyargassátok és tűzzel megégetendő áldozatokat áldozzatok az Úrnak.
Lev.23.28 | Semmi rabota dolgot e napon ne tegyetek; mert tisztulásoknak napja az, hogy megtisztíttassatok a ti Uratok Istentek előtt;
Lev.23.29 | Mert minden lélek valamelly az napon nem sanyargatja magát, kigyomláltatik az ő népe közzűl.
Lev.23.30 | És valamelly ember az napon valami dolgot tejénd, elvesztem azt az embert az ő népe közzűl.
Lev.23.31 | Semmi dolgot ne tegyetek, örökkévaló rendelés szerint a ti utánnatok valók között, minden lakhelyeitekben.
Lev.23.32 | Nyugodalomnak innepe legyen az néktek, mellyen magatokat sanyargasságtok: mikor annak a hónap kilencezedi napján estve lészen a kilenczednapnak estvéjétől fogva a más estvéig szenteljétek a ti innepeketeket.
Lev.23.33 | Szóla ismét az Úr Mózesnek, és monda:
Lev.23.34 | Szólj az Izráel fijainak ezt mondván: Ugyanezen heted hónap tizenötödik napján, leveleságakból csinált hajlékoknak innepe legyen hetednapig, az Úrnak tisztességére.
Lev.23.35 | Első napon szent gyülekezet legen, semmi rabota dolgot az napon ne tegyetek.
Lev.23.36 | Hét napon áldozzatok az Úrnak tűzuzel megégetendő áldozatokat. Nyolczadnapon is szent gyülekezetetek legyen, és áldozzatok az Úrnak tűzuzel égetendő áldozatokat: szent innep ez, semmi rabota dolgot ne tegyetek azon.
Lev.23.37 | Ezek az Úrnak innepei, mellyeket meg kell szentelnetek, hogy szent gyülekezetetek legyen, hogy az Úrnak tűzzel égetendő áldozatokat áldozzatok, egészen megégetendő áldozatot. Minhát, bűnért való, és italiáldozatot, mindeniket az ő napján.
Lev.23.38 | Az Úrnak Szombatjaitól megválva, és minden ajándékitoktól, fogadás szerint és szabad akarat szerint való áldozatitoktól megválva, mellyeket az Úr adtok.
Lev.23.39 | De ez hetedik hónap tizenötödik napján, mikor a földnek gyümölcsét bétakarjátok, az Úrnak innepet üljetek hét napokon, az első nap nyugodalom napja legyen, azonképen a nyolczadik nap nyugodalom napja legyen.
Lev.23.40 | És vegyetek magatoknak első napon szép fáknak ágait, pálmafáknak ágait, és sűrű levelesfáknak ágait, víz mellett nevelkedett fűzfákkal egybe, és örvendezzetek a ti Uratok Istentek előtt hét napig.
Lev.23.41 | És szenteljétek azt az Úrnak innepét hét napig minden esztendőben, örökkévaló rendtartás szerint a ti utánnatok valóknál: minden hetedhónapban megszenteljétek azt.
